order_id,date_id,order_date,customer_id,channel_id,promo_id,subtotal,discount_amount,tax_rate,total
1414,327,2022-11-23,1428,2,,724.51,0,0.045,757.11
1415,328,2022-11-24,67,1,,1233.71,0,0,1233.71
1416,328,2022-11-24,81,2,,1077.46,0,0.04,1120.56
1417,328,2022-11-24,872,3,,370.96,0,0.0685,396.37
1418,328,2022-11-24,1872,1,,896.08,0,0.06875,957.69
1419,328,2022-11-24,1268,2,,728.1,0,0,728.1
1420,328,2022-11-24,1242,2,,36.87,0,0.06,39.08
1421,329,2022-11-25,1943,1,5,451.22,150.39,0.06875,482.24
1422,329,2022-11-25,411,3,,1145.33,0,0.0725,1228.37
1423,329,2022-11-25,1012,1,,738.29,0,0.06,782.59
1424,329,2022-11-25,562,1,5,19.35,6.45,0.06,20.51
1425,329,2022-11-25,1273,2,,21.06,0,0,21.06
1426,329,2022-11-25,1738,2,,64.59,0,0.0725,69.27
1427,329,2022-11-25,1907,2,5,177.38,59.12,0.0625,188.47
1428,330,2022-11-26,1018,2,,112.52,0,0.0485,117.98
1429,330,2022-11-26,564,3,,138.78,0,0.0625,147.45
1430,330,2022-11-26,369,1,,884.27,0,0.0625,939.54
1431,330,2022-11-26,644,2,,981.93,0,0.0575,1038.39
1432,330,2022-11-26,1009,1,5,207.44,69.16,0.0725,222.48
1433,330,2022-11-26,1935,3,,579.15,0,0.0575,612.45
1434,331,2022-11-27,1227,2,5,438.82,146.27,0.05125,461.31
1435,331,2022-11-27,124,3,,684.41,0,0.06875,731.46
1436,331,2022-11-27,1808,1,,226.59,0,0.065,241.32
1437,331,2022-11-27,1884,2,5,354.83,118.29,0.0625,377.01
1438,331,2022-11-27,1381,3,,261.45,0,0.0475,273.87
1439,331,2022-11-27,589,2,,86.42,0,0.065,92.04
1440,331,2022-11-27,1356,1,,391.94,0,0.06875,418.89
1441,332,2022-11-28,1013,2,,70.22,0,0.029,72.26
1442,332,2022-11-28,1468,3,,163.84,0,0.06,173.67
1443,332,2022-11-28,929,3,5,1126.49,375.5,0.045,1177.18
1444,332,2022-11-28,1401,2,,425.92,0,0.08,459.99
1445,332,2022-11-28,1706,2,,352.21,0,0.05125,370.26
1446,332,2022-11-28,1426,2,5,354.73,118.24,0.06,376.01
1447,332,2022-11-28,205,2,,1365.18,0,0.0625,1450.5
1448,333,2022-11-29,1830,3,,392.1,0,0.056,414.06
1449,333,2022-11-29,1857,3,,338.17,0,0.0685,361.33
1450,333,2022-11-29,895,2,,168.66,0,0.0485,176.84
1451,333,2022-11-29,596,1,,297.52,0,0.045,310.91
1452,333,2022-11-29,1017,1,,356.12,0,0.0635,378.73
1453,333,2022-11-29,1583,1,,86.92,0,0.065,92.57
1454,334,2022-11-30,1027,1,,173.84,0,0.07,186.01
1455,334,2022-11-30,1889,2,,150.33,0,0.0625,159.73
1456,334,2022-11-30,543,2,,534.18,0,0.0485,560.09
1457,334,2022-11-30,1037,2,,171.47,0,0.065,182.62
1458,334,2022-11-30,608,1,,608.41,0,0.0625,646.44
1459,334,2022-11-30,204,1,,56.53,0,0.06,59.92
1460,335,2022-12-01,436,3,,1280.45,0,0.0445,1337.43
1461,335,2022-12-01,881,2,,310.32,0,0.06,328.94
1462,335,2022-12-01,83,2,,1502.11,0,0.0625,1595.99
1463,335,2022-12-01,1945,3,,267.63,0,0.07,286.36
1464,335,2022-12-01,369,1,,1257.44,0,0.0625,1336.03
1465,335,2022-12-01,693,1,,321,0,0.0635,341.38
1466,335,2022-12-01,846,2,,60,0,0.065,63.9
1467,336,2022-12-02,344,1,,679.62,0,0.07,727.19
1468,336,2022-12-02,736,2,,516.22,0,0.0575,545.9
1469,336,2022-12-02,1431,2,,134.47,0,0.0445,140.45
1470,336,2022-12-02,963,1,,434.85,0,0.07,465.29
1471,336,2022-12-02,1088,1,,258.11,0,0.0625,274.24
1472,336,2022-12-02,1223,1,,180.63,0,0.0445,188.67
1473,336,2022-12-02,1565,2,,631.45,0,0.0635,671.55
1474,337,2022-12-03,1289,3,,759.75,0,0.04,790.14
1475,337,2022-12-03,290,3,,1087.42,0,0.04,1130.92
1476,337,2022-12-03,528,2,,43.21,0,0.0685,46.17
1477,337,2022-12-03,476,2,,455.45,0,0.0635,484.37
1478,337,2022-12-03,849,2,,202.81,0,0.0575,214.47
1479,337,2022-12-03,376,3,,1894.96,0,0.045,1980.23
1480,337,2022-12-03,1038,2,,325.4,0,0.029,334.84
1481,337,2022-12-03,1886,1,,93.08,0,0.065,99.13
1482,338,2022-12-04,37,2,,319.01,0,0.0625,338.95
1483,338,2022-12-04,1315,3,,678.87,0,0.029,698.56
1484,338,2022-12-04,1160,1,,508.76,0,0.06,539.29
1485,338,2022-12-04,1371,2,,882.57,0,0.056,931.99
1486,338,2022-12-04,1041,3,,576.42,0,0.0685,615.9
1487,338,2022-12-04,398,3,,712.84,0,0.06875,761.85
1488,338,2022-12-04,1813,1,,403.89,0,0.0445,421.86
1489,338,2022-12-04,101,3,,1681.63,0,0.06,1782.53
1490,339,2022-12-05,666,2,,382.62,0,0.065,407.49
1491,339,2022-12-05,1029,3,,126.32,0,0.0475,132.32
1492,339,2022-12-05,1935,2,,885.47,0,0.0575,936.38
1493,339,2022-12-05,1405,2,,656.16,0,0.0725,703.73
1494,339,2022-12-05,416,3,,165.79,0,0.029,170.6
1495,339,2022-12-05,1080,1,,132.3,0,0.04,137.59
1496,339,2022-12-05,1061,1,,29.84,0,0.06,31.63
1497,340,2022-12-06,1955,3,,242.11,0,0.0575,256.03
1498,340,2022-12-06,1540,2,,81.21,0,0.0685,86.77
1499,340,2022-12-06,87,3,,1099.85,0,0.0625,1168.59
1500,340,2022-12-06,992,2,,112.12,0,0,112.12
1501,340,2022-12-06,1298,3,,179.59,0,0.0635,190.99
1502,340,2022-12-06,233,2,,1613.59,0,0.0625,1714.44
1503,340,2022-12-06,1005,2,,684.86,0,0.08,739.65
1504,341,2022-12-07,378,1,,524.25,0,0.06875,560.29
1505,341,2022-12-07,32,2,,877.32,0,0.045,916.8
1506,341,2022-12-07,1336,1,,511.3,0,0.07,547.09
1507,341,2022-12-07,1463,1,,305.94,0,0.07,327.36
1508,341,2022-12-07,96,1,,1355.55,0,0.07,1450.44
1509,341,2022-12-07,818,1,,111.66,0,0.0475,116.96
1510,341,2022-12-07,1820,3,,726.53,0,0.0725,779.2
1511,342,2022-12-08,1779,1,,555.77,0,0.056,586.89
1512,342,2022-12-08,1307,2,,940.56,0,0.0685,1004.99
1513,342,2022-12-08,502,2,,215.65,0,0.056,227.73
1514,342,2022-12-08,793,2,,1070.35,0,0.0625,1137.25
1515,342,2022-12-08,1965,1,,236.1,0,0.0485,247.55
1516,342,2022-12-08,562,2,,759.17,0,0.06,804.72
1517,342,2022-12-08,1094,1,,775.92,0,0.0445,810.45
1518,343,2022-12-09,2000,3,,40.66,0,0.0445,42.47
1519,343,2022-12-09,38,2,,1701.77,0,0.0625,1808.13
1520,343,2022-12-09,1827,2,,362.45,0,0.065,386.01
1521,343,2022-12-09,494,3,,985.81,0,0.07,1054.82
1522,343,2022-12-09,435,2,,322.42,0,0.06,341.77
1523,343,2022-12-09,541,2,,220.87,0,0.0625,234.67
1524,343,2022-12-09,987,3,,1142.34,0,0.04,1188.03
1525,344,2022-12-10,658,2,,1012.2,0,0.0635,1076.47
1526,344,2022-12-10,1995,3,,63.03,0,0.0685,67.35
1527,344,2022-12-10,1433,2,,460.16,0,0.06,487.77
1528,344,2022-12-10,699,1,,45.66,0,0.0445,47.69
1529,344,2022-12-10,1167,2,,964.73,0,0.056,1018.75
1530,344,2022-12-10,543,3,,1065.25,0,0.0485,1116.91
1531,344,2022-12-10,1511,1,,258.08,0,0.056,272.53
1532,344,2022-12-10,1139,2,,599.89,0,0,599.89
1533,345,2022-12-11,1750,1,,131.08,0,0.0475,137.31
1534,345,2022-12-11,548,1,,369.91,0,0.0575,391.18
1535,345,2022-12-11,1695,1,,818.02,0,0.045,854.83
1536,345,2022-12-11,1512,2,,476.52,0,0.0725,511.07
1537,345,2022-12-11,74,1,,231.18,0,0.0635,245.86
1538,345,2022-12-11,734,2,,398.71,0,0.065,424.63
1539,345,2022-12-11,1390,3,,877.53,0,0,877.53
1540,345,2022-12-11,894,1,,936.57,0,0.0625,995.11
1541,346,2022-12-12,378,2,,203.98,0,0.06875,218
1542,346,2022-12-12,1201,1,,664.92,0,0.06,704.82
1543,346,2022-12-12,1641,2,,164.33,0,0.0635,174.76
1544,346,2022-12-12,1299,3,,81.24,0,0.07,86.93
1545,346,2022-12-12,962,3,,226.16,0,0.08,244.25
1546,346,2022-12-12,547,3,,21.66,0,0.0685,23.14
1547,346,2022-12-12,1823,3,,197.57,0,0.0625,209.92
1548,347,2022-12-13,103,2,,86.15,0,0.0445,89.98
1549,347,2022-12-13,165,3,,1398.36,0,0,1398.36
1550,347,2022-12-13,1915,1,,94.94,0,0.029,97.69
1551,347,2022-12-13,1301,3,,494.31,0,0.08,533.85
1552,347,2022-12-13,1641,1,,121.76,0,0.0635,129.49
1553,347,2022-12-13,514,2,,367.62,0,0.06,389.68
1554,347,2022-12-13,1881,3,,439.76,0,0.0575,465.05
1555,348,2022-12-14,1315,2,,1180.32,0,0.029,1214.55
1556,348,2022-12-14,1913,1,,98.46,0,0.0485,103.24
1557,348,2022-12-14,862,2,,572.16,0,0.0685,611.35
1558,348,2022-12-14,934,1,,233.54,0,0.0625,248.14
1559,348,2022-12-14,1972,2,,619.92,0,0.0725,664.86
1560,348,2022-12-14,1631,1,,567.4,0,0.045,592.93
1561,348,2022-12-14,227,1,,490.09,0,0.06875,523.78
1562,349,2022-12-15,310,2,,976.65,0,0.029,1004.97
1563,349,2022-12-15,471,1,6,481.94,120.51,0,481.94
1564,349,2022-12-15,1592,2,6,40.85,10.21,0.06875,43.66
1565,349,2022-12-15,896,2,,298.23,0,0.0685,318.66
1566,349,2022-12-15,1345,2,6,121.17,30.29,0.0685,129.47
1567,349,2022-12-15,309,1,,475.75,0,0,475.75
1568,349,2022-12-15,1721,2,6,606.34,151.61,0.0485,635.75
1569,349,2022-12-15,513,3,6,174.12,43.52,0.06,184.57
1570,350,2022-12-16,721,2,,210.35,0,0.0625,223.5
1571,350,2022-12-16,1353,1,,751.05,0,0.06,796.11
1572,350,2022-12-16,720,1,,7.55,0,0.0625,8.02
1573,350,2022-12-16,1842,1,6,685.42,171.37,0.08,740.25
1574,350,2022-12-16,1230,2,6,211.23,52.82,0.0625,224.43
1575,350,2022-12-16,1320,1,,1344.72,0,0.056,1420.02
1576,350,2022-12-16,923,1,,113.8,0,0.06875,121.62
1577,350,2022-12-16,500,2,6,508.72,127.17,0.0485,533.39
1578,351,2022-12-17,436,1,6,1771.65,442.91,0.0445,1850.49
1579,351,2022-12-17,1941,1,,901.02,0,0,901.02
1580,351,2022-12-17,114,2,6,658.92,164.72,0.05125,692.69
1581,351,2022-12-17,346,1,,68.4,0,0.0485,71.72
1582,351,2022-12-17,488,1,,643.96,0,0.0575,680.99
1583,351,2022-12-17,673,2,,197.36,0,0.045,206.24
1584,351,2022-12-17,274,3,,887.56,0,0.0575,938.59
1585,351,2022-12-17,31,1,6,870.56,217.62,0.0625,924.97
1586,351,2022-12-17,1261,2,,656.88,0,0.029,675.93
1587,351,2022-12-17,211,1,6,1543.26,385.8,0.06875,1649.36
1588,352,2022-12-18,1347,1,,169.1,0,0.0625,179.67
1589,352,2022-12-18,1160,1,,207.45,0,0.06,219.9
1590,352,2022-12-18,1978,2,,292.39,0,0.056,308.76
1591,352,2022-12-18,1795,1,,20.68,0,0.0725,22.18
1592,352,2022-12-18,920,1,,72.44,0,0.06,76.79
1593,352,2022-12-18,1106,2,,469.65,0,0.0685,501.82
1594,352,2022-12-18,213,3,,734.9,0,0.06,778.99
1595,352,2022-12-18,614,3,6,89.69,22.42,0.0725,96.19
1596,352,2022-12-18,1704,1,,52.47,0,0.0685,56.06
1597,352,2022-12-18,1092,1,,155.06,0,0.065,165.14
1598,353,2022-12-19,1332,1,,928.62,0,0.0625,986.66
1599,353,2022-12-19,1020,1,6,1554.48,388.58,0.08,1678.84
1600,353,2022-12-19,1336,1,6,18.24,4.56,0.07,19.52
1601,353,2022-12-19,147,1,6,785.9,196.47,0.029,808.69
1602,353,2022-12-19,106,2,,1007.59,0,0.0625,1070.56
1603,353,2022-12-19,1670,3,,482.63,0,0.06,511.59
1604,353,2022-12-19,1829,1,,77.05,0,0.0685,82.33
1605,353,2022-12-19,922,3,,763.66,0,0.0725,819.03
1606,354,2022-12-20,786,1,,585.16,0,0.06,620.27
1607,354,2022-12-20,133,2,6,1230.59,307.63,0,1230.59
1608,354,2022-12-20,605,1,6,219.57,54.89,0.0635,233.51
1609,354,2022-12-20,1522,2,,1581.18,0,0.05125,1662.22
1610,354,2022-12-20,655,2,,51.06,0,0.0635,54.3
1611,354,2022-12-20,138,1,6,612.04,153.02,0.065,651.82
1612,354,2022-12-20,988,1,,148.61,0,0.0575,157.16
1613,354,2022-12-20,1620,2,,125.12,0,0.0725,134.19
1614,355,2022-12-21,295,1,,1003.71,0,0.0725,1076.48
1615,355,2022-12-21,1542,2,,638.2,0,0.029,656.71
1616,355,2022-12-21,1128,2,,62.04,0,0.0725,66.54
1617,355,2022-12-21,311,1,6,256.01,64.01,0.06,271.37
1618,355,2022-12-21,558,1,,175.66,0,0.0625,186.64
1619,355,2022-12-21,1537,2,6,126.32,31.61,0.029,129.98
1620,355,2022-12-21,357,2,,181.6,0,0.0485,190.41
1621,355,2022-12-21,1937,1,,190.52,0,0.06,201.95
1622,356,2022-12-22,1987,1,,393.52,0,0.06875,420.57
1623,356,2022-12-22,1257,1,,126.39,0,0.06,133.97
1624,356,2022-12-22,668,1,6,196.62,49.16,0.0625,208.91
1625,356,2022-12-22,991,2,6,395.7,98.9,0.0625,420.43
1626,356,2022-12-22,1796,2,,76.72,0,0.065,81.71
1627,356,2022-12-22,1428,1,,548.6,0,0.045,573.29
1628,356,2022-12-22,1189,3,,875.83,0,0.0485,918.31
1629,356,2022-12-22,60,2,6,1022.7,255.66,0.0475,1071.28
1630,357,2022-12-23,1202,3,,1152.36,0,0.06,1221.5
1631,357,2022-12-23,82,1,,957,0,0.029,984.75
1632,357,2022-12-23,1745,2,,179.71,0,0.0625,190.94
1633,357,2022-12-23,629,2,6,376.64,94.17,0.0685,402.44
1634,357,2022-12-23,613,1,,38.68,0,0.0445,40.4
1635,357,2022-12-23,1272,1,,487.98,0,0.0625,518.48
1636,357,2022-12-23,1669,1,6,106.07,26.52,0.06,112.43
1637,357,2022-12-23,339,3,6,1196.01,298.99,0.0575,1264.78
1638,357,2022-12-23,1941,2,,372.55,0,0,372.55
1639,358,2022-12-24,1610,3,,306.46,0,0.065,326.38
1640,358,2022-12-24,1367,2,,115.44,0,0.0475,120.92
1641,358,2022-12-24,975,1,6,380.66,95.18,0,380.66
1642,358,2022-12-24,1810,1,,88.41,0,0.045,92.39
1643,358,2022-12-24,944,3,,250.94,0,0.0635,266.87
1644,358,2022-12-24,1933,1,6,269.02,67.27,0.065,286.51
1645,358,2022-12-24,1676,1,,496.38,0,0.0625,527.4
1646,358,2022-12-24,1842,3,6,126.44,31.62,0.08,136.56
1647,358,2022-12-24,1502,3,6,121.07,30.27,0.065,128.94
1648,359,2022-12-25,1123,2,,633.23,0,0.0685,676.61
1649,359,2022-12-25,61,1,,733.86,0,0.0635,780.46
1650,359,2022-12-25,876,1,,604.31,0,0.0575,639.06
1651,359,2022-12-25,1164,2,6,439.47,109.86,0.0625,466.94
1652,359,2022-12-25,637,3,,217.54,0,0.065,231.68
1653,359,2022-12-25,33,1,6,65.04,16.26,0.0625,69.11
1654,359,2022-12-25,709,1,,218.61,0,0,218.61
1655,359,2022-12-25,834,3,,13.28,0,0.0445,13.87
1656,359,2022-12-25,169,1,,238.77,0,0.0685,255.13
1657,359,2022-12-25,1277,1,,496.5,0,0.0445,518.59
1658,360,2022-12-26,780,2,,789.34,0,0.0635,839.46
1659,360,2022-12-26,1801,2,,334.7,0,0.07,358.13
1660,360,2022-12-26,1857,2,6,156.73,39.18,0.0685,167.47
1661,360,2022-12-26,258,1,,539.46,0,0.0635,573.72
1662,360,2022-12-26,1152,1,,538.44,0,0.04,559.98
1663,360,2022-12-26,700,3,,397.24,0,0.08,429.02
1664,360,2022-12-26,322,3,,1441.56,0,0.07,1542.47
1665,360,2022-12-26,937,1,,1058.1,0,0,1058.1
1666,361,2022-12-27,1221,1,,151.37,0,0.0635,160.98
1667,361,2022-12-27,1666,3,,226.92,0,0.065,241.67
1668,361,2022-12-27,455,2,,1271.45,0,0.07,1360.45
1669,361,2022-12-27,1523,2,,326.43,0,0.0625,346.83
1670,361,2022-12-27,504,1,,136.29,0,0,136.29
1671,361,2022-12-27,800,2,,1195.55,0,0.0625,1270.27
1672,361,2022-12-27,1,3,,1751.88,0,0.0685,1871.88
1673,362,2022-12-28,1685,1,,56.34,0,0.065,60
1674,362,2022-12-28,1956,2,,224.24,0,0.065,238.82
1675,362,2022-12-28,1154,1,,169.15,0,0.0575,178.88
1676,362,2022-12-28,150,3,,1589.84,0,0.06,1685.23
1677,362,2022-12-28,1606,1,,212.07,0,0.06,224.79
1678,362,2022-12-28,1669,1,,954.31,0,0.06,1011.57
1679,362,2022-12-28,1342,3,,132.06,0,0.0725,141.63
1680,363,2022-12-29,1809,3,,498.58,0,0.07,533.48
1681,363,2022-12-29,775,1,,272.73,0,0.06,289.09
1682,363,2022-12-29,79,3,,1379.24,0,0.08,1489.58
1683,363,2022-12-29,1930,1,,1237.1,0,0.045,1292.77
1684,363,2022-12-29,802,2,,306.27,0,0.07,327.71
1685,363,2022-12-29,24,1,,1285.28,0,0.065,1368.82
1686,363,2022-12-29,960,2,,152.37,0,0.0685,162.81
1687,364,2022-12-30,1828,2,,133.06,0,0.0625,141.38
1688,364,2022-12-30,1172,3,,93.61,0,0.0625,99.46
1689,364,2022-12-30,1720,3,,1022.83,0,0.06,1084.2
1690,364,2022-12-30,368,2,,356.12,0,0.056,376.06
1691,364,2022-12-30,823,2,,23.93,0,0.06,25.37
1692,364,2022-12-30,364,1,,1423.55,0,0.0635,1513.95
1693,364,2022-12-30,1407,2,,140.48,0,0.06,148.91
1694,365,2022-12-31,584,1,,602.04,0,0.08,650.2
1695,365,2022-12-31,1477,1,,282.71,0,0.05125,297.2
1696,365,2022-12-31,1709,1,,475.35,0,0.06,503.87
1697,365,2022-12-31,574,1,,727.82,0,0.065,775.13
1698,365,2022-12-31,784,1,,104.94,0,0.045,109.66
1699,365,2022-12-31,352,1,,387.77,0,0.06875,414.43
1700,365,2022-12-31,1522,1,,788.84,0,0.05125,829.27
1701,365,2022-12-31,1027,3,,611.39,0,0.07,654.19
1702,366,2023-01-01,1125,2,,631.86,0,0.06875,675.3
1703,366,2023-01-01,1654,3,,6.14,0,0.07,6.57
1704,366,2023-01-01,948,3,,1143.75,0,0.065,1218.09
1705,366,2023-01-01,1749,1,,779.68,0,0.0685,833.09
1706,367,2023-01-02,1741,3,,83.39,0,0.06,88.39
1707,367,2023-01-02,1104,1,7,199.51,22.16,0.0445,208.39
1708,367,2023-01-02,329,1,7,1015.33,112.8,0.04,1055.94
1709,368,2023-01-03,908,1,,472.53,0,0.06,500.88
1710,368,2023-01-03,832,2,,467.51,0,0.0625,496.73
1711,368,2023-01-03,1770,3,,487.98,0,0.0635,518.97
1712,369,2023-01-04,762,2,,44.71,0,0.07,47.84
1713,369,2023-01-04,947,1,,915.6,0,0.06875,978.55
1714,369,2023-01-04,1622,1,,946.78,0,0.0725,1015.42
1715,370,2023-01-05,356,1,7,1638.69,182.05,0.05125,1722.67
1716,370,2023-01-05,1311,1,,869.14,0,0.0625,923.46
1717,370,2023-01-05,751,2,7,308.84,34.34,0.056,326.14
1718,371,2023-01-06,1096,3,,855.32,0,0.065,910.92
1719,371,2023-01-06,198,2,7,388.86,43.2,0.06875,415.59
1720,371,2023-01-06,720,1,7,419.41,46.6,0.0625,445.62
1721,372,2023-01-07,1714,2,,324.71,0,0.045,339.32
1722,372,2023-01-07,652,2,7,167.42,18.61,0.0625,177.88
1723,372,2023-01-07,1906,2,,1172.49,0,0,1172.49
1724,372,2023-01-07,1192,1,7,147.7,16.41,0.06,156.56
1725,372,2023-01-07,378,1,,562.48,0,0.06875,601.15
1726,373,2023-01-08,1404,2,,215.49,0,0.0685,230.25
1727,373,2023-01-08,1176,3,,300.5,0,0.08,324.54
1728,373,2023-01-08,392,2,,618.72,0,0.0625,657.39
1729,373,2023-01-08,1926,3,7,323.17,35.91,0.0575,341.75
1730,373,2023-01-08,366,2,,2512.28,0,0.0485,2634.13
1731,374,2023-01-09,1495,1,,269.33,0,0.05125,283.13
1732,374,2023-01-09,1775,3,,75.7,0,0.0725,81.19
1733,374,2023-01-09,1102,3,,1108.59,0,0.065,1180.65
1734,375,2023-01-10,845,1,7,1185.4,131.7,0.0685,1266.6
1735,375,2023-01-10,1117,2,,50.67,0,0,50.67
1736,375,2023-01-10,902,2,,263.42,0,0.065,280.54
1737,376,2023-01-11,25,1,,579.1,0,0.06,613.85
1738,376,2023-01-11,1488,3,,296.06,0,0.04,307.9
1739,376,2023-01-11,1505,1,7,174.11,19.36,0.045,181.94
1740,377,2023-01-12,939,2,,1095.81,0,0.0725,1175.26
1741,377,2023-01-12,1361,3,,389.74,0,0.0685,416.44
1742,377,2023-01-12,108,1,,444.51,0,0.0445,464.29
1743,378,2023-01-13,259,1,,1010.33,0,0.0635,1074.49
1744,378,2023-01-13,976,2,,25.8,0,0,25.8
1745,378,2023-01-13,493,1,,1087.73,0,0.0685,1162.24
1746,379,2023-01-14,230,1,,988.35,0,0.0625,1050.12
1747,379,2023-01-14,1866,1,,704.52,0,0.0685,752.78
1748,379,2023-01-14,969,2,7,160.75,17.87,0.065,171.2
1749,379,2023-01-14,1639,1,7,205.69,22.86,0.065,219.06
1750,380,2023-01-15,918,2,,419.53,0,0.056,443.02
1751,380,2023-01-15,1907,3,,479.2,0,0.0625,509.15
1752,380,2023-01-15,1159,2,,356.91,0,0.0625,379.22
1753,380,2023-01-15,255,2,,929.07,0,0.029,956.01
1754,381,2023-01-16,740,1,,1583.91,0,0.0725,1698.74
1755,381,2023-01-16,672,1,,53.78,0,0.0475,56.33
1756,381,2023-01-16,41,2,,186.84,0,0.065,198.98
1757,382,2023-01-17,730,2,,155.26,0,0.0635,165.12
1758,382,2023-01-17,642,3,,709.61,0,0.06875,758.4
1759,382,2023-01-17,360,1,,850.84,0,0.0625,904.02
1760,383,2023-01-18,440,1,,292.02,0,0.08,315.38
1761,383,2023-01-18,700,1,,950.74,0,0.08,1026.8
1762,383,2023-01-18,1819,1,,168.67,0,0,168.67
1763,384,2023-01-19,586,1,,1289.16,0,0.045,1347.17
1764,384,2023-01-19,894,3,,496.5,0,0.0625,527.53
1765,384,2023-01-19,1849,1,,755.12,0,0.065,804.2
1766,385,2023-01-20,1183,2,,1771.1,0,0,1771.1
1767,385,2023-01-20,1799,3,,450.99,0,0.05125,474.1
1768,385,2023-01-20,196,2,,310.53,0,0.045,324.5
1769,386,2023-01-21,192,2,,153.18,0,0.0725,164.29
1770,386,2023-01-21,510,1,,58.78,0,0.06,62.31
1771,386,2023-01-21,318,3,,156.4,0,0.0445,163.36
1772,386,2023-01-21,1865,1,,37.56,0,0.065,40
1773,387,2023-01-22,230,3,,467.8,0,0.0625,497.04
1774,387,2023-01-22,1289,1,,140.7,0,0.04,146.33
1775,387,2023-01-22,513,2,,385.34,0,0.06,408.46
1776,387,2023-01-22,1509,1,,540.12,0,0.0445,564.16
1777,388,2023-01-23,1487,1,,784.91,0,0.0635,834.75
1778,388,2023-01-23,445,1,,415.87,0,0.045,434.58
1779,388,2023-01-23,340,1,,449.94,0,0.065,479.19
1780,389,2023-01-24,426,1,,342.6,0,0.0625,364.01
1781,389,2023-01-24,1846,1,,1479.33,0,0.0685,1580.66
1782,389,2023-01-24,1360,2,,612.48,0,0.0725,656.88
1783,390,2023-01-25,139,1,,624.89,0,0.0625,663.95
1784,390,2023-01-25,1934,3,,154.94,0,0.0575,163.85
1785,390,2023-01-25,1566,2,,745.48,0,0.0475,780.89
1786,391,2023-01-26,1087,3,,378.48,0,0.06875,404.5
1787,391,2023-01-26,24,3,,1332.21,0,0.065,1418.8
1788,391,2023-01-26,1189,1,,267.91,0,0.0485,280.9
1789,392,2023-01-27,1306,1,,423.55,0,0.0625,450.02
1790,392,2023-01-27,496,2,,972.64,0,0.0575,1028.57
1791,392,2023-01-27,1667,2,,385.13,0,0.0625,409.2
1792,393,2023-01-28,85,2,,651.06,0,0.0625,691.75
1793,393,2023-01-28,1095,1,,169.98,0,0.0445,177.54
1794,393,2023-01-28,1685,2,,187.41,0,0.065,199.59
1795,393,2023-01-28,593,2,,668.22,0,0.04,694.95
1796,394,2023-01-29,1482,3,,1065.55,0,0.065,1134.81
1797,394,2023-01-29,986,3,,215,0,0.0725,230.59
1798,394,2023-01-29,1287,2,,142.74,0,0.0625,151.66
1799,394,2023-01-29,1906,2,,418.37,0,0,418.37
1800,395,2023-01-30,1628,2,,871.53,0,0.0575,921.64
1801,395,2023-01-30,1352,1,,771.65,0,0.06,817.95
1802,395,2023-01-30,1281,1,,79.03,0,0.07,84.56
1803,396,2023-01-31,387,3,,1953.11,0,0.07,2089.83
1804,396,2023-01-31,1294,1,,12.67,0,0.0635,13.47
1805,396,2023-01-31,1443,3,,252.58,0,0.0575,267.1
1806,397,2023-02-01,1670,2,,89.52,0,0.06,94.89
1807,397,2023-02-01,1452,3,,61.52,0,0.06,65.21
1808,397,2023-02-01,1790,2,,359.42,0,0.0625,381.88
1809,398,2023-02-02,291,1,,90.6,0,0.0635,96.35
1810,398,2023-02-02,1352,2,,539.23,0,0.06,571.58
1811,398,2023-02-02,1129,3,,204.56,0,0.06,216.83
1812,399,2023-02-03,29,2,,963.96,0,0.065,1026.62
1813,399,2023-02-03,1462,3,,252.38,0,0.0635,268.41
1814,399,2023-02-03,1336,2,,375.58,0,0.07,401.87
1815,400,2023-02-04,1699,2,,233.2,0,0.06,247.19
1816,400,2023-02-04,1073,3,,26.38,0,0.06,27.96
1817,400,2023-02-04,286,3,,553.05,0,0.0625,587.62
1818,401,2023-02-05,620,3,,36.87,0,0.06,39.08
1819,401,2023-02-05,8,3,,645.49,0,0.045,674.54
1820,401,2023-02-05,1594,3,,33.88,0,0.0635,36.03
1821,402,2023-02-06,1389,3,,196.83,0,0.0575,208.15
1822,402,2023-02-06,1829,2,,485.85,0,0.0685,519.13
1823,402,2023-02-06,42,1,,628.98,0,0.06875,672.22
1824,403,2023-02-07,256,1,,77.36,0,0.06875,82.68
1825,403,2023-02-07,49,3,,213,0,0.0685,227.59
1826,403,2023-02-07,801,1,,322.68,0,0.06,342.04
1827,404,2023-02-08,187,2,,393.85,0,0.056,415.91
1828,404,2023-02-08,1137,3,,744.13,0,0.0625,790.64
1829,404,2023-02-08,1694,2,,1492.97,0,0.0485,1565.38
1830,405,2023-02-09,605,1,,620.72,0,0.0635,660.14
1831,405,2023-02-09,788,1,,429.64,0,0.065,457.57
1832,405,2023-02-09,1957,1,,938.92,0,0.029,966.15
1833,406,2023-02-10,945,1,,83.39,0,0.04,86.73
1834,406,2023-02-10,1361,3,,590.89,0,0.0685,631.37
1835,406,2023-02-10,1733,1,,424.66,0,0,424.66
1836,407,2023-02-11,898,3,,177.17,0,0.065,188.69
1837,407,2023-02-11,704,3,,367.18,0,0.065,391.05
1838,407,2023-02-11,1468,1,,318.22,0,0.06,337.31
1839,408,2023-02-12,1978,2,,566.04,0,0.056,597.74
1840,408,2023-02-12,1991,3,,256.6,0,0.04,266.86
1841,408,2023-02-12,1669,3,,954.47,0,0.06,1011.74
