order_detail_id,order_id,product_id,variant_id,qty,unit_price,unit_discount,line_total
2251,824,29,77,4,135.1,0.0,540.4
2252,824,3,6,3,147.59,0.0,442.77
2253,824,5,13,3,96.21,0.0,288.63
2254,824,72,204,1,156.23,0.0,156.23
2255,824,67,192,4,77.05,0.0,308.2
2256,825,93,267,2,29.84,0.0,59.68
2257,826,2,3,4,81.92,9.83,288.36
2258,826,62,177,3,153.25,18.39,404.58
2259,826,45,128,2,29.45,3.53,51.84
2260,826,87,249,3,78.46,9.42,207.12
2261,827,36,101,1,15.53,0.0,15.53
2262,828,53,150,2,76.71,0.0,153.42
2263,828,70,200,4,129.33,0.0,517.32
2264,828,44,126,3,22.65,0.0,67.95
2265,828,48,137,3,45.39,0.0,136.17
2266,829,65,187,5,151.37,0.0,756.85
2267,830,7,17,2,51.06,0.0,102.12
2268,830,6,15,2,111.76,0.0,223.52
2269,831,77,217,2,190.3,22.84,334.92
2270,831,73,208,1,198.67,23.84,174.83
2271,832,40,113,3,133.52,16.02,352.5
2272,832,17,46,1,83.41,10.01,73.4
2273,833,20,54,2,60.61,0.0,121.22
2274,833,90,256,1,38.11,0.0,38.11
2275,833,51,145,1,51.92,0.0,51.92
2276,833,32,89,1,171.3,0.0,171.3
2277,833,16,42,1,126.76,0.0,126.76
2278,833,3,5,2,132.59,0.0,265.18
2279,834,70,200,1,129.33,0.0,129.33
2280,835,54,153,2,13.28,1.59,23.38
2281,836,79,222,2,145.61,0.0,291.22
2282,836,57,163,2,58.38,0.0,116.76
2283,837,32,88,1,176.3,21.16,155.14
2284,838,88,252,1,33.4,0.0,33.4
2285,839,32,88,3,176.3,0.0,528.9
2286,839,30,83,3,15.27,0.0,45.81
2287,839,17,45,5,88.41,0.0,442.05
2288,839,9,23,1,61.83,0.0,61.83
2289,840,49,139,3,38.68,0.0,116.04
2290,840,86,245,4,85.71,0.0,342.84
2291,840,28,75,1,153.25,0.0,153.25
2292,841,42,119,2,40.62,4.87,71.5
2293,842,35,100,2,32.33,3.88,56.9
2294,842,43,123,1,12.67,1.52,11.15
2295,843,77,216,3,190.3,22.84,502.38
2296,843,82,230,4,21.0,2.52,73.92
2297,843,31,85,2,52.47,6.3,92.34
2298,844,17,45,1,88.41,0.0,88.41
2299,844,61,174,1,72.85,0.0,72.85
2300,844,32,91,1,186.3,0.0,186.3
2301,844,52,146,1,65.59,0.0,65.59
2302,845,39,110,2,58.78,7.05,103.46
2303,845,79,220,3,151.61,18.19,400.26
2304,845,58,166,1,61.21,7.35,53.86
2305,845,36,101,1,15.53,1.86,13.67
2306,846,43,122,5,12.67,0.0,63.35
2307,846,5,11,2,86.21,0.0,172.42
2308,846,12,31,5,258.11,0.0,1290.55
2309,847,69,197,1,22.8,0.0,22.8
2310,847,6,16,3,126.76,0.0,380.28
2311,848,4,7,2,84.33,0.0,168.66
2312,848,3,5,3,132.59,0.0,397.77
2313,849,56,159,1,58.28,6.99,51.29
2314,849,68,193,3,165.66,19.88,437.34
2315,849,71,203,1,18.78,2.25,16.53
2316,849,57,164,2,26.38,3.17,46.42
2317,850,67,192,1,77.05,9.25,67.8
2318,851,78,218,2,83.43,0.0,166.86
2319,851,24,64,1,112.11,0.0,112.11
2320,851,68,195,1,162.66,0.0,162.66
2321,851,29,79,1,140.1,0.0,140.1
2322,852,20,54,2,60.61,0.0,121.22
2323,852,9,22,2,56.83,0.0,113.66
2324,852,10,26,2,251.5,0.0,503.0
2325,853,55,157,2,17.23,2.07,30.32
2326,853,60,172,1,18.2,2.18,16.02
2327,853,10,28,1,236.5,28.38,208.12
2328,853,93,266,1,27.84,3.34,24.5
2329,854,13,34,1,155.62,0.0,155.62
2330,854,73,207,1,192.67,0.0,192.67
2331,855,16,44,3,121.76,14.61,321.45
2332,855,26,68,3,69.15,8.3,182.55
2333,856,13,33,1,140.62,16.87,123.75
2334,856,37,106,3,18.93,2.27,49.98
2335,857,7,17,2,51.06,6.13,89.86
2336,857,9,23,5,61.83,7.42,272.05
2337,857,20,53,2,75.61,9.07,133.08
2338,857,5,12,4,81.21,9.75,285.84
2339,858,96,276,1,78.44,9.41,69.03
2340,858,87,249,3,78.46,9.42,207.12
2341,858,36,102,2,25.53,3.06,44.94
2342,858,25,66,4,136.29,16.35,479.76
2343,858,37,105,1,23.93,2.87,21.06
2344,859,92,265,3,74.75,8.97,197.34
2345,859,54,152,4,31.28,3.75,110.12
2346,859,36,104,5,15.53,1.86,68.35
2347,860,51,144,1,19.92,0.0,19.92
2348,860,11,29,1,41.69,0.0,41.69
2349,861,21,57,1,67.82,0.0,67.82
2350,861,33,95,2,56.53,0.0,113.06
2351,862,27,71,2,12.55,0.0,25.1
2352,863,24,65,2,107.11,0.0,214.22
2353,863,30,83,3,15.27,0.0,45.81
2354,863,9,22,1,56.83,0.0,56.83
2355,864,7,17,1,51.06,6.13,44.93
2356,864,76,214,3,66.03,7.92,174.33
2357,865,1,1,4,193.05,0.0,772.2
2358,865,70,199,2,132.33,0.0,264.66
2359,865,56,160,4,40.28,0.0,161.12
2360,865,52,147,3,97.59,0.0,292.77
2361,866,15,40,5,176.21,0.0,881.05
2362,866,5,14,4,81.21,0.0,324.84
2363,867,4,9,4,99.33,0.0,397.32
2364,867,77,216,4,190.3,0.0,761.2
2365,868,92,265,1,74.75,0.0,74.75
2366,868,55,157,5,17.23,0.0,86.15
2367,868,18,47,1,98.27,0.0,98.27
2368,868,98,281,1,83.39,0.0,83.39
2369,869,47,134,4,97.33,0.0,389.32
2370,869,72,205,2,153.23,0.0,306.46
2371,869,42,120,1,72.62,0.0,72.62
2372,869,82,231,2,21.0,0.0,42.0
2373,870,74,210,1,212.0,0.0,212.0
2374,870,86,244,1,83.71,0.0,83.71
2375,871,37,105,1,23.93,0.0,23.93
2376,872,64,183,2,72.17,0.0,144.34
2377,872,33,94,2,66.53,0.0,133.06
2378,873,70,199,1,132.33,0.0,132.33
2379,874,16,42,2,126.76,0.0,253.52
2380,874,41,118,4,40.66,0.0,162.64
2381,874,1,1,1,193.05,0.0,193.05
2382,874,20,52,2,65.61,0.0,131.22
2383,874,41,118,2,40.66,0.0,81.32
2384,875,73,207,3,192.67,0.0,578.01
2385,875,61,175,3,69.85,0.0,209.55
2386,876,59,170,1,73.83,0.0,73.83
2387,876,15,39,5,161.21,0.0,806.05
2388,877,33,95,5,56.53,6.78,248.75
2389,877,92,265,1,74.75,8.97,65.78
2390,878,44,126,2,22.65,2.72,39.86
2391,878,6,16,1,126.76,15.21,111.55
2392,879,40,116,1,143.52,17.22,126.3
2393,879,33,95,3,56.53,6.78,149.25
2394,879,79,221,3,148.61,17.83,392.34
2395,880,34,97,2,89.03,10.68,156.7
2396,880,69,198,2,25.8,3.1,45.4
2397,881,15,40,3,176.21,0.0,528.63
2398,881,45,129,1,47.45,0.0,47.45
2399,881,35,100,1,32.33,0.0,32.33
2400,881,58,166,2,61.21,0.0,122.42
2401,882,96,275,1,92.44,11.09,81.35
2402,882,47,135,4,79.33,9.52,279.24
2403,883,1,2,1,188.05,22.57,165.48
2404,883,9,22,1,56.83,6.82,50.01
2405,883,73,206,1,195.67,23.48,172.19
2406,884,34,97,4,89.03,0.0,356.12
2407,884,93,269,4,41.84,0.0,167.36
2408,884,5,14,2,81.21,0.0,162.42
2409,884,80,224,2,213.05,0.0,426.1
2410,884,25,66,4,136.29,0.0,545.16
2411,884,70,199,1,132.33,0.0,132.33
2412,885,7,17,5,51.06,0.0,255.3
2413,885,3,6,2,147.59,0.0,295.18
2414,885,95,274,2,7.88,0.0,15.76
2415,885,76,214,5,66.03,0.0,330.15
2416,886,44,125,2,40.65,4.88,71.54
2417,886,13,33,3,140.62,16.87,371.25
2418,886,45,128,1,29.45,3.53,25.92
2419,886,20,54,4,60.61,7.27,213.36
2420,887,73,208,1,198.67,23.84,174.83
2421,888,37,106,2,18.93,0.0,37.86
2422,888,1,1,1,193.05,0.0,193.05
2423,888,72,205,1,153.23,0.0,153.23
2424,889,15,39,3,161.21,19.35,425.58
2425,889,69,197,2,22.8,2.74,40.12
2426,889,16,43,2,136.76,16.41,240.7
2427,890,82,231,2,21.0,2.52,36.96
2428,890,21,57,1,67.82,8.14,59.68
2429,890,42,119,2,40.62,4.87,71.5
2430,890,2,3,2,81.92,9.83,144.18
2431,890,60,172,1,18.2,2.18,16.02
2432,890,20,53,4,75.61,9.07,266.16
2433,891,100,286,1,56.34,6.76,49.58
2434,892,13,35,1,145.62,0.0,145.62
2435,893,30,83,1,15.27,1.83,13.44
2436,893,92,265,2,74.75,8.97,131.56
2437,893,35,99,2,27.33,3.28,48.1
2438,893,45,129,3,47.45,5.69,125.28
2439,893,31,85,2,52.47,6.3,92.34
2440,893,3,5,1,132.59,15.91,116.68
2441,894,57,164,2,26.38,0.0,52.76
2442,894,31,84,1,47.47,0.0,47.47
2443,895,31,84,3,47.47,0.0,142.41
2444,895,77,217,2,190.3,0.0,380.6
2445,896,14,38,4,93.42,11.21,328.84
2446,896,32,89,1,171.3,20.56,150.74
2447,896,37,105,3,23.93,2.87,63.18
2448,896,45,128,1,29.45,3.53,25.92
2449,896,70,200,2,129.33,15.52,227.62
2450,897,68,196,2,165.66,0.0,331.32
2451,897,41,118,1,40.66,0.0,40.66
2452,897,31,86,2,52.47,0.0,104.94
2453,898,76,214,1,66.03,7.92,58.11
2454,898,28,75,4,153.25,18.39,539.44
2455,899,96,276,2,78.44,0.0,156.88
2456,899,27,71,4,12.55,0.0,50.2
2457,899,64,183,1,72.17,0.0,72.17
2458,899,22,58,1,138.97,0.0,138.97
2459,899,91,259,3,35.66,0.0,106.98
2460,900,54,153,2,13.28,0.0,26.56
2461,900,60,172,2,18.2,0.0,36.4
2462,900,39,110,1,58.78,0.0,58.78
2463,900,22,59,1,148.97,0.0,148.97
2464,900,32,90,2,176.3,0.0,352.6
2465,900,46,130,2,70.22,0.0,140.44
2466,901,98,282,2,69.39,0.0,138.78
2467,901,3,5,1,132.59,0.0,132.59
2468,901,78,218,2,83.43,0.0,166.86
2469,901,12,31,1,258.11,0.0,258.11
2470,901,10,25,1,241.5,0.0,241.5
2471,902,43,124,2,44.67,0.0,89.34
2472,903,85,240,2,18.14,2.18,31.92
2473,903,23,60,1,33.88,4.07,29.81
2474,903,73,207,1,192.67,23.12,169.55
2475,903,14,37,1,83.42,10.01,73.41
2476,903,15,39,2,161.21,19.35,283.72
2477,904,40,114,1,128.52,0.0,128.52
2478,904,43,123,4,12.67,0.0,50.68
2479,904,20,53,5,75.61,0.0,378.05
2480,904,51,143,1,37.92,0.0,37.92
2481,905,59,170,2,73.83,0.0,147.66
2482,906,5,12,1,81.21,9.75,71.46
2483,906,65,186,1,154.37,18.52,135.85
2484,906,26,68,1,69.15,8.3,60.85
2485,906,16,43,1,136.76,16.41,120.35
2486,906,23,60,2,33.88,4.07,59.62
2487,906,30,83,3,15.27,1.83,40.32
2488,907,91,258,3,21.66,0.0,64.98
2489,908,86,245,1,85.71,0.0,85.71
2490,908,29,80,1,140.1,0.0,140.1
2491,908,89,253,1,73.85,0.0,73.85
2492,908,23,62,2,48.88,0.0,97.76
2493,908,35,99,3,27.33,0.0,81.99
2494,908,8,21,1,183.95,0.0,183.95
2495,909,9,22,4,56.83,6.82,200.04
2496,910,39,112,2,53.78,0.0,107.56
2497,911,43,124,4,44.67,0.0,178.68
2498,911,12,31,1,258.11,0.0,258.11
2499,911,9,23,3,61.83,0.0,185.49
2500,911,70,200,2,129.33,0.0,258.66
2501,911,51,143,3,37.92,0.0,113.76
2502,912,72,204,1,156.23,18.75,137.48
2503,912,21,56,3,72.82,8.74,192.24
2504,913,8,20,2,193.95,23.27,341.36
2505,913,28,74,1,158.25,18.99,139.26
2506,913,32,91,3,186.3,22.36,491.82
2507,913,7,18,1,51.06,6.13,44.93
2508,914,53,151,4,44.71,0.0,178.84
2509,914,11,29,1,41.69,0.0,41.69
2510,914,92,265,3,74.75,0.0,224.25
2511,914,19,49,2,207.14,0.0,414.28
2512,914,83,233,1,35.04,0.0,35.04
2513,915,12,32,3,243.11,0.0,729.33
2514,915,71,201,5,15.78,0.0,78.9
2515,915,36,101,5,15.53,0.0,77.65
2516,915,47,134,5,97.33,0.0,486.65
2517,915,68,193,1,165.66,0.0,165.66
2518,916,63,182,2,65.54,7.86,115.36
2519,917,14,36,4,78.42,0.0,313.68
2520,917,16,43,4,136.76,0.0,547.04
2521,917,2,3,3,81.92,0.0,245.76
2522,918,9,23,1,61.83,7.42,54.41
2523,918,71,203,2,18.78,2.25,33.06
2524,918,58,165,3,43.21,5.19,114.06
2525,918,99,284,1,49.51,5.94,43.57
2526,919,41,117,5,22.66,2.72,99.7
2527,919,52,146,2,65.59,7.87,115.44
2528,919,58,165,1,43.21,5.19,38.02
2529,920,70,200,3,129.33,15.52,341.43
2530,920,91,259,4,35.66,4.28,125.52
2531,921,25,66,1,136.29,16.35,119.94
2532,921,46,133,1,88.22,10.59,77.63
2533,921,13,35,3,145.62,17.47,384.45
2534,921,18,48,2,93.27,11.19,164.16
2535,921,64,183,5,72.17,8.66,317.55
2536,922,46,130,2,70.22,8.43,123.58
2537,922,77,217,3,190.3,22.84,502.38
2538,923,19,50,3,192.14,23.06,507.24
2539,923,60,172,2,18.2,2.18,32.04
2540,923,16,44,2,121.76,14.61,214.3
2541,923,40,115,2,133.52,16.02,235.0
2542,923,64,183,1,72.17,8.66,63.51
2543,924,80,223,2,216.05,0.0,432.1
2544,924,12,31,3,258.11,0.0,774.33
2545,924,77,217,3,190.3,0.0,570.9
2546,924,18,47,3,98.27,0.0,294.81
2547,925,38,107,1,159.11,0.0,159.11
2548,925,59,170,2,73.83,0.0,147.66
2549,925,5,11,3,86.21,0.0,258.63
2550,926,39,112,1,53.78,6.45,47.33
2551,927,57,164,2,26.38,3.17,46.42
2552,927,28,74,1,158.25,18.99,139.26
2553,927,34,98,1,79.03,9.48,69.55
2554,928,47,135,2,79.33,9.52,139.62
2555,928,8,20,3,193.95,23.27,512.04
2556,928,8,20,1,193.95,23.27,170.68
2557,929,36,104,4,15.53,0.0,62.12
2558,929,79,220,3,151.61,0.0,454.83
2559,929,5,13,2,96.21,0.0,192.42
2560,929,47,135,2,79.33,0.0,158.66
2561,930,52,147,3,97.59,0.0,292.77
2562,930,86,246,2,85.71,0.0,171.42
2563,931,19,51,4,192.14,23.06,676.32
2564,931,4,7,3,84.33,10.12,222.63
2565,931,10,26,3,251.5,30.18,663.96
2566,932,77,217,3,190.3,22.84,502.38
2567,932,84,237,5,38.36,4.6,168.8
2568,932,79,220,2,151.61,18.19,266.84
2569,932,91,259,3,35.66,4.28,94.14
2570,932,63,181,1,65.54,7.86,57.68
2571,933,26,68,4,69.15,0.0,276.6
2572,933,88,251,2,33.4,0.0,66.8
2573,934,30,81,1,25.27,0.0,25.27
2574,935,28,76,3,158.25,18.99,417.78
2575,935,82,231,3,21.0,2.52,55.44
2576,935,64,184,2,66.17,7.94,116.46
2577,935,9,24,4,56.83,6.82,200.04
2578,936,71,202,1,18.78,0.0,18.78
2579,937,24,64,2,112.11,13.45,197.32
2580,937,12,32,2,243.11,29.17,427.88
2581,937,51,143,2,37.92,4.55,66.74
2582,938,4,9,1,99.33,0.0,99.33
2583,938,3,5,3,132.59,0.0,397.77
2584,938,93,267,2,29.84,0.0,59.68
2585,938,26,69,1,64.15,0.0,64.15
2586,938,4,8,3,89.33,0.0,267.99
2587,939,45,129,1,47.45,0.0,47.45
2588,939,64,183,2,72.17,0.0,144.34
2589,940,87,247,2,64.46,0.0,128.92
2590,940,41,117,1,22.66,0.0,22.66
2591,940,11,29,1,41.69,0.0,41.69
2592,940,38,107,3,159.11,0.0,477.33
2593,940,6,16,4,126.76,0.0,507.04
2594,940,85,241,3,6.14,0.0,18.42
2595,941,8,21,3,183.95,0.0,551.85
2596,941,15,40,2,176.21,0.0,352.42
2597,941,25,66,4,136.29,0.0,545.16
2598,941,59,170,3,73.83,0.0,221.49
2599,942,30,83,1,15.27,1.83,13.44
2600,942,7,19,1,56.06,6.73,49.33
2601,942,63,181,4,65.54,7.86,230.72
2602,943,18,47,3,98.27,11.79,259.44
2603,943,34,98,5,79.03,9.48,347.75
2604,944,53,149,5,44.71,5.37,196.7
2605,944,55,157,2,17.23,2.07,30.32
2606,944,22,59,1,148.97,17.88,131.09
2607,944,72,205,2,153.23,18.39,269.68
2608,944,17,46,2,83.41,10.01,146.8
2609,945,21,57,3,67.82,8.14,179.04
2610,946,34,96,2,79.03,0.0,158.06
2611,946,1,2,4,188.05,0.0,752.2
2612,947,24,63,3,122.11,14.65,322.38
2613,947,62,179,2,147.25,17.67,259.16
2614,948,54,152,3,31.28,3.75,82.59
2615,948,40,113,5,133.52,16.02,587.5
2616,948,21,57,1,67.82,8.14,59.68
2617,949,6,15,3,111.76,0.0,335.28
2618,949,45,128,3,29.45,0.0,88.35
2619,949,97,279,2,39.57,0.0,79.14
2620,949,75,213,4,44.67,0.0,178.68
2621,949,65,185,1,154.37,0.0,154.37
2622,949,11,30,2,36.69,0.0,73.38
2623,950,81,226,1,61.08,0.0,61.08
2624,950,84,236,1,50.36,0.0,50.36
2625,950,38,108,2,174.11,0.0,348.22
2626,950,42,119,1,40.62,0.0,40.62
2627,950,3,6,1,147.59,0.0,147.59
2628,950,2,3,2,81.92,0.0,163.84
2629,951,70,200,1,129.33,0.0,129.33
2630,951,12,31,5,258.11,0.0,1290.55
2631,952,95,274,1,7.88,0.95,6.93
2632,952,16,42,2,126.76,15.21,223.1
2633,953,17,46,2,83.41,0.0,166.82
2634,953,95,273,1,21.88,0.0,21.88
2635,953,72,204,1,156.23,0.0,156.23
2636,953,23,60,3,33.88,0.0,101.64
2637,954,37,106,4,18.93,2.27,66.64
2638,954,63,182,3,65.54,7.86,173.04
2639,954,4,7,1,84.33,10.12,74.21
2640,955,59,167,2,55.83,0.0,111.66
2641,955,51,143,2,37.92,0.0,75.84
2642,956,37,106,3,18.93,0.0,56.79
2643,957,12,32,4,243.11,0.0,972.44
2644,957,31,85,4,52.47,0.0,209.88
2645,958,59,168,2,55.83,0.0,111.66
2646,958,85,240,2,18.14,0.0,36.28
2647,959,70,200,1,129.33,0.0,129.33
2648,959,36,101,5,15.53,0.0,77.65
2649,959,1,2,3,188.05,0.0,564.15
2650,959,23,62,3,48.88,0.0,146.64
2651,959,85,243,1,6.14,0.0,6.14
2652,959,36,101,4,15.53,0.0,62.12
2653,960,33,95,2,56.53,6.78,99.5
2654,961,68,193,3,165.66,0.0,496.98
2655,962,30,83,1,15.27,0.0,15.27
2656,963,93,268,1,29.84,3.58,26.26
2657,963,66,189,1,26.38,3.17,23.21
2658,963,16,41,1,121.76,14.61,107.15
2659,963,15,40,1,176.21,21.15,155.06
2660,964,3,6,1,147.59,0.0,147.59
2661,964,44,127,3,22.65,0.0,67.95
2662,964,85,240,1,18.14,0.0,18.14
2663,965,14,37,2,83.42,0.0,166.84
2664,965,92,263,2,60.75,0.0,121.5
2665,966,9,23,1,61.83,7.42,54.41
2666,966,31,85,1,52.47,6.3,46.17
2667,966,20,54,1,60.61,7.27,53.34
2668,966,20,54,5,60.61,7.27,266.7
2669,967,36,103,1,10.53,1.26,9.27
2670,967,37,105,2,23.93,2.87,42.12
2671,968,36,103,1,10.53,0.0,10.53
2672,968,99,284,1,49.51,0.0,49.51
2673,968,42,120,1,72.62,0.0,72.62
2674,969,67,192,1,77.05,0.0,77.05
2675,969,18,48,4,93.27,0.0,373.08
2676,970,69,198,2,25.8,0.0,51.6
2677,970,42,119,2,40.62,0.0,81.24
2678,971,67,191,1,83.05,9.97,73.08
2679,971,48,137,1,45.39,5.45,39.94
2680,971,57,164,1,26.38,3.17,23.21
2681,972,49,139,4,38.68,4.64,136.16
2682,972,32,90,3,176.3,21.16,465.42
2683,972,64,183,1,72.17,8.66,63.51
2684,972,4,10,2,84.33,10.12,148.42
2685,972,25,67,2,126.29,15.15,222.28
2686,973,61,176,2,66.85,8.02,117.66
2687,973,13,34,4,155.62,18.67,547.8
2688,973,6,16,2,126.76,15.21,223.1
2689,974,97,279,1,39.57,0.0,39.57
2690,975,88,252,5,33.4,0.0,167.0
2691,976,12,31,1,258.11,0.0,258.11
2692,976,1,2,1,188.05,0.0,188.05
2693,977,63,182,4,65.54,0.0,262.16
2694,977,24,63,1,122.11,0.0,122.11
2695,978,28,74,5,158.25,18.99,696.3
2696,978,47,135,5,79.33,9.52,349.05
2697,979,54,152,1,31.28,0.0,31.28
2698,979,5,12,1,81.21,0.0,81.21
2699,979,56,158,5,72.28,0.0,361.4
2700,979,84,238,2,38.36,0.0,76.72
2701,980,55,156,1,17.23,0.0,17.23
2702,980,40,113,1,133.52,0.0,133.52
2703,980,18,47,3,98.27,0.0,294.81
2704,980,80,224,4,213.05,0.0,852.2
2705,980,21,56,4,72.82,0.0,291.28
2706,981,11,29,1,41.69,0.0,41.69
2707,981,20,55,1,60.61,0.0,60.61
2708,981,14,38,1,93.42,0.0,93.42
2709,981,35,99,2,27.33,0.0,54.66
2710,981,84,236,1,50.36,0.0,50.36
2711,982,10,26,3,251.5,0.0,754.5
2712,983,54,153,2,13.28,1.59,23.38
2713,983,40,113,4,133.52,16.02,470.0
2714,984,19,50,2,192.14,23.06,338.16
2715,984,87,248,1,66.46,7.98,58.48
2716,985,98,281,1,83.39,0.0,83.39
2717,986,39,110,4,58.78,0.0,235.12
2718,986,68,194,3,168.66,0.0,505.98
2719,987,11,30,2,36.69,4.4,64.58
2720,988,21,56,3,72.82,8.74,192.24
2721,988,36,102,1,25.53,3.06,22.47
2722,988,47,134,1,97.33,11.68,85.65
2723,988,83,233,3,35.04,4.2,92.52
2724,989,16,41,1,121.76,0.0,121.76
2725,989,9,23,1,61.83,0.0,61.83
2726,989,8,20,3,193.95,0.0,581.85
2727,989,2,4,2,86.92,0.0,173.84
2728,990,71,202,5,18.78,0.0,93.9
2729,990,74,210,1,212.0,0.0,212.0
2730,990,18,48,1,93.27,0.0,93.27
2731,990,16,43,3,136.76,0.0,410.28
2732,991,19,51,3,192.14,23.06,507.24
2733,992,81,228,4,63.08,0.0,252.32
2734,992,89,254,3,59.85,0.0,179.55
2735,993,48,136,3,45.39,0.0,136.17
2736,993,30,82,1,10.27,0.0,10.27
2737,994,76,215,1,63.03,0.0,63.03
2738,994,21,57,3,67.82,0.0,203.46
2739,995,18,48,5,93.27,11.19,410.4
2740,995,30,83,1,15.27,1.83,13.44
2741,996,28,76,2,158.25,18.99,278.52
2742,996,69,197,1,22.8,2.74,20.06
2743,996,65,186,1,154.37,18.52,135.85
2744,996,87,249,1,78.46,9.42,69.04
2745,997,1,2,1,188.05,22.57,165.48
2746,997,51,144,2,19.92,2.39,35.06
2747,997,25,67,1,126.29,15.15,111.14
2748,997,44,126,1,22.65,2.72,19.93
2749,998,43,124,1,44.67,0.0,44.67
2750,999,79,221,2,148.61,17.83,261.56
2751,999,74,210,1,212.0,25.44,186.56
2752,999,45,129,4,47.45,5.69,167.04
2753,999,22,58,2,138.97,16.68,244.58
2754,1000,53,150,1,76.71,0.0,76.71
2755,1000,52,146,1,65.59,0.0,65.59
2756,1000,47,135,1,79.33,0.0,79.33
2757,1000,80,223,1,216.05,0.0,216.05
2758,1000,65,187,5,151.37,0.0,756.85
2759,1001,72,204,2,156.23,0.0,312.46
2760,1002,2,3,1,81.92,0.0,81.92
2761,1002,27,73,3,7.55,0.0,22.65
2762,1003,49,138,1,20.68,2.48,18.2
2763,1004,97,280,1,39.57,0.0,39.57
2764,1005,19,51,5,192.14,23.06,845.4
2765,1005,55,154,1,35.23,4.23,31.0
2766,1006,11,29,4,41.69,5.0,146.76
2767,1006,16,44,2,121.76,14.61,214.3
2768,1007,90,257,4,52.11,6.25,183.44
2769,1007,13,34,1,155.62,18.67,136.95
2770,1008,3,6,1,147.59,17.71,129.88
2771,1009,78,219,3,80.43,0.0,241.29
2772,1009,95,273,2,21.88,0.0,43.76
2773,1009,79,220,4,151.61,0.0,606.44
2774,1010,23,61,3,38.88,0.0,116.64
2775,1010,3,6,4,147.59,0.0,590.36
2776,1010,6,15,3,111.76,0.0,335.28
2777,1010,71,203,1,18.78,0.0,18.78
2778,1011,61,176,1,66.85,8.02,58.83
2779,1012,55,156,4,17.23,0.0,68.92
2780,1013,91,261,2,23.66,0.0,47.32
2781,1014,81,227,1,63.08,7.57,55.51
2782,1014,67,191,1,83.05,9.97,73.08
2783,1014,33,94,2,66.53,7.98,117.1
2784,1015,3,6,1,147.59,17.71,129.88
2785,1015,76,215,2,63.03,7.56,110.94
2786,1016,88,252,1,33.4,0.0,33.4
2787,1016,65,185,2,154.37,0.0,308.74
2788,1016,29,79,2,140.1,0.0,280.2
2789,1016,19,49,1,207.14,0.0,207.14
2790,1016,91,258,2,21.66,0.0,43.32
2791,1017,27,71,1,12.55,1.51,11.04
2792,1018,20,53,2,75.61,0.0,151.22
2793,1018,70,199,3,132.33,0.0,396.99
2794,1018,12,31,1,258.11,0.0,258.11
2795,1018,90,257,5,52.11,0.0,260.55
2796,1019,35,99,1,27.33,0.0,27.33
2797,1019,97,279,2,39.57,0.0,79.14
2798,1020,59,169,1,87.83,0.0,87.83
2799,1020,26,70,2,69.15,0.0,138.3
2800,1020,81,228,1,63.08,0.0,63.08
2801,1020,14,36,2,78.42,0.0,156.84
2802,1021,10,28,5,236.5,0.0,1182.5
2803,1021,80,225,2,213.05,0.0,426.1
2804,1022,94,271,1,24.87,0.0,24.87
2805,1022,30,83,2,15.27,0.0,30.54
2806,1022,38,107,5,159.11,0.0,795.55
2807,1022,73,206,2,195.67,0.0,391.34
2808,1023,88,252,4,33.4,0.0,133.6
2809,1023,80,224,1,213.05,0.0,213.05
2810,1023,100,287,1,44.34,0.0,44.34
2811,1023,68,195,1,162.66,0.0,162.66
2812,1023,78,218,2,83.43,0.0,166.86
2813,1023,4,8,2,89.33,0.0,178.66
2814,1024,63,181,1,65.54,0.0,65.54
2815,1024,63,182,1,65.54,0.0,65.54
2816,1024,52,146,1,65.59,0.0,65.59
2817,1025,50,140,3,111.34,0.0,334.02
2818,1025,6,16,1,126.76,0.0,126.76
2819,1025,18,48,3,93.27,0.0,279.81
2820,1025,4,8,3,89.33,0.0,267.99
2821,1026,43,123,1,12.67,0.0,12.67
2822,1026,27,71,4,12.55,0.0,50.2
2823,1026,77,216,1,190.3,0.0,190.3
2824,1027,44,126,5,22.65,0.0,113.25
2825,1027,18,48,1,93.27,0.0,93.27
2826,1028,77,216,5,190.3,0.0,951.5
2827,1028,47,135,3,79.33,0.0,237.99
2828,1028,44,125,4,40.65,0.0,162.6
2829,1028,13,35,4,145.62,0.0,582.48
2830,1029,2,3,1,81.92,0.0,81.92
2831,1029,14,37,3,83.42,0.0,250.26
2832,1030,73,207,2,192.67,0.0,385.34
2833,1031,13,34,2,155.62,0.0,311.24
2834,1032,91,259,3,35.66,0.0,106.98
2835,1032,1,2,4,188.05,0.0,752.2
2836,1032,17,46,4,83.41,0.0,333.64
2837,1032,11,29,3,41.69,0.0,125.07
2838,1033,1,1,5,193.05,0.0,965.25
2839,1033,53,150,2,76.71,0.0,153.42
2840,1033,71,203,1,18.78,0.0,18.78
2841,1034,18,47,1,98.27,0.0,98.27
2842,1035,78,218,1,83.43,0.0,83.43
2843,1035,42,120,1,72.62,0.0,72.62
2844,1035,33,94,1,66.53,0.0,66.53
2845,1035,49,139,4,38.68,0.0,154.72
2846,1035,75,211,4,47.67,0.0,190.68
2847,1036,2,4,2,86.92,0.0,173.84
2848,1036,50,142,1,79.34,0.0,79.34
2849,1036,48,136,2,45.39,0.0,90.78
2850,1036,84,238,3,38.36,0.0,115.08
2851,1037,16,41,2,121.76,0.0,243.52
2852,1037,75,212,1,50.67,0.0,50.67
