return_id,order_id,return_date,total_refund_amount
890,3328,2023-12-15,402.8
891,3344,2023-12-26,57.71
892,3345,2023-12-14,150.16
893,3345,2023-12-16,70.16
894,3347,2023-11-30,184.25
895,3350,2023-12-08,38.62
896,3352,2023-12-27,12.04
897,3352,2023-12-08,38.59
898,3354,2023-12-22,14.98
899,3364,2023-12-14,33.29
900,3364,2023-12-12,141.52
901,3370,2023-12-19,48.51
902,3370,2023-12-12,35.96
903,3372,2023-12-08,169.16
904,3373,2023-12-29,77.18
905,3373,2023-12-20,65.92
906,3378,2023-12-24,38.59
907,3388,2023-12-21,25.96
908,3389,2023-12-27,183.04
909,3390,2023-12-18,534.36
910,3391,2023-12-10,97.0
911,3393,2024-01-02,39.61
912,3394,2023-12-17,75.18
913,3400,2023-12-25,60.94
914,3401,2023-12-24,74.54
915,3402,2023-12-19,107.4
916,3412,2023-12-24,145.59
917,3420,2023-12-16,178.83
918,3428,2023-12-15,117.48
919,3436,2023-12-22,80.11
920,3438,2023-12-28,449.34
921,3442,2023-12-22,38.62
922,3445,2024-01-01,542.34
923,3448,2024-01-08,357.3
924,3451,2024-01-04,177.22
925,3453,2023-12-22,143.66
926,3455,2024-01-11,119.98
927,3466,2024-01-10,42.47
928,3470,2023-12-16,178.65
929,3484,2024-01-08,31.73
930,3484,2023-12-22,180.78
931,3494,2024-01-11,141.18
932,3494,2023-12-26,16.37
933,3501,2023-12-25,223.62
934,3506,2023-12-19,120.42
935,3506,2024-01-04,218.61
936,3506,2023-12-26,404.8
937,3508,2023-12-24,43.12
938,3519,2024-01-13,230.95
939,3534,2023-12-29,174.75
940,3534,2023-12-23,106.17
941,3535,2024-01-19,58.74
942,3540,2024-01-06,131.84
943,3541,2024-01-06,76.42
944,3542,2024-01-12,212.34
945,3549,2024-01-10,161.1
946,3556,2024-01-07,180.78
947,3558,2023-12-28,174.75
948,3561,2024-01-19,77.82
949,3563,2024-01-10,62.26
950,3569,2023-12-31,76.41
951,3571,2024-01-23,63.51
952,3571,2024-01-08,28.35
953,3571,2024-01-08,184.92
954,3573,2023-12-25,79.24
955,3575,2024-01-15,247.71
956,3588,2024-01-05,21.42
957,3593,2023-12-31,80.11
958,3604,2024-01-17,335.96
959,3605,2024-01-26,36.75
960,3606,2024-01-27,88.61
961,3609,2024-01-02,48.14
962,3609,2024-01-26,53.99
963,3614,2024-01-21,507.36
964,3614,2024-01-19,24.51
965,3614,2024-01-10,49.02
966,3619,2024-01-27,52.9
967,3624,2024-01-15,43.12
968,3629,2024-01-19,101.75
969,3630,2024-01-03,165.14
970,3635,2024-01-01,69.18
971,3642,2024-01-21,153.15
972,3643,2024-01-24,83.99
973,3645,2024-01-29,55.96
974,3645,2024-01-31,145.59
975,3645,2024-01-16,196.78
976,3645,2024-01-12,185.89
977,3648,2024-01-31,377.88
978,3649,2024-02-01,459.45
979,3650,2024-01-12,174.75
980,3657,2024-01-26,60.94
981,3663,2024-01-28,55.46
982,3666,2024-02-04,43.32
983,3666,2024-01-26,48.51
984,3666,2024-01-14,79.24
985,3668,2024-01-27,70.16
986,3668,2024-01-11,63.51
987,3668,2024-01-23,62.33
988,3676,2024-02-01,48.02
989,3677,2024-01-15,733.6
990,3679,2024-01-18,125.72
991,3680,2024-01-29,33.47
992,3683,2024-02-03,182.53
993,3683,2024-02-05,21.66
994,3687,2024-02-05,150.34
995,3687,2024-01-16,133.59
996,3688,2024-01-24,48.51
997,3689,2024-02-01,77.15
998,3690,2024-01-24,146.65
999,3692,2024-02-08,98.64
1000,3695,2024-02-05,14.98
1001,3699,2024-02-08,21.66
1002,3702,2024-01-21,122.09
1003,3703,2024-02-01,94.05
1004,3705,2024-01-21,169.72
1005,3707,2024-02-04,126.84
1006,3708,2024-01-30,243.76
1007,3713,2024-02-15,48.51
1008,3716,2024-01-27,443.52
1009,3717,2024-02-08,120.42
1010,3724,2024-02-18,138.34
1011,3727,2024-01-28,133.59
1012,3728,2024-01-29,94.36
1013,3734,2024-02-17,30.71
1014,3734,2024-02-01,98.64
1015,3736,2024-02-10,79.22
1016,3737,2024-01-30,126.4
1017,3739,2024-02-19,229.42
1018,3746,2024-02-10,231.45
1019,3750,2024-02-07,145.57
1020,3752,2024-02-02,99.7
1021,3754,2024-02-13,152.84
1022,3755,2024-02-15,178.65
1023,3756,2024-01-31,146.4
1024,3758,2024-02-12,60.94
1025,3759,2024-02-07,182.53
1026,3763,2024-02-18,37.59
1027,3766,2024-02-13,84.58
1028,3767,2024-02-26,69.18
1029,3768,2024-02-26,490.4
1030,3780,2024-02-09,186.99
1031,3783,2024-02-29,93.36
1032,3784,2024-02-27,24.01
1033,3785,2024-02-10,172.48
1034,3787,2024-02-21,318.51
1035,3788,2024-03-06,280.08
1036,3790,2024-02-24,69.72
1037,3795,2024-03-03,178.65
1038,3795,2024-03-01,93.36
1039,3798,2024-02-10,27.98
1040,3798,2024-02-22,73.5
1041,3800,2024-02-13,249.04
1042,3801,2024-03-03,33.47
1043,3812,2024-02-18,166.38
1044,3812,2024-03-04,535.95
1045,3813,2024-03-08,245.2
1046,3819,2024-03-08,76.41
1047,3819,2024-03-06,125.96
1048,3823,2024-03-08,120.42
1049,3824,2024-03-04,309.06
1050,3827,2024-02-19,258.96
1051,3829,2024-02-25,196.02
1052,3829,2024-03-12,162.74
1053,3831,2024-03-06,81.42
1054,3831,2024-02-26,34.86
1055,3831,2024-02-24,400.77
1056,3832,2024-03-09,160.22
1057,3832,2024-02-24,39.61
1058,3844,2024-03-07,23.84
1059,3856,2024-03-07,14.75
1060,3858,2024-03-01,62.26
1061,3862,2024-03-22,48.95
1062,3864,2024-03-15,82.57
1063,3865,2024-03-12,150.34
1064,3868,2024-03-04,128.34
1065,3870,2024-03-30,176.99
1066,3875,2024-04-01,244.75
1067,3876,2024-03-09,60.94
1068,3881,2024-03-17,167.4
1069,3881,2024-03-06,140.12
1070,3883,2024-03-14,125.96
1071,3883,2024-03-13,125.72
1072,3888,2024-03-11,140.28
1073,3888,2024-03-18,84.86
1074,3892,2024-04-01,63.2
1075,3892,2024-03-30,107.98
1076,3902,2024-03-27,377.44
1077,3910,2024-04-03,140.21
1078,3911,2024-03-12,158.5
1079,3921,2024-03-14,31.73
1080,3923,2024-04-06,75.08
1081,3930,2024-04-07,334.8
1082,3931,2024-04-09,276.68
1083,3933,2024-04-06,92.71
1084,3937,2024-04-12,36.02
1085,3939,2024-04-11,180.78
1086,3939,2024-03-19,48.51
1087,3945,2024-03-31,553.36
1088,3949,2024-03-30,106.17
1089,3953,2024-04-12,79.52
1090,3956,2024-03-26,78.9
1091,3959,2024-04-06,77.82
1092,3959,2024-04-17,377.48
1093,3959,2024-04-18,45.29
1094,3959,2024-03-28,184.25
1095,3961,2024-04-08,113.72
1096,3969,2024-03-31,330.8
1097,3973,2024-04-22,38.59
1098,3982,2024-04-22,148.42
1099,3983,2024-04-09,43.12
1100,3985,2024-04-12,159.78
1101,3988,2024-04-24,155.64
1102,3989,2024-04-04,145.59
1103,3995,2024-04-04,114.81
1104,3997,2024-04-19,128.34
1105,4000,2024-04-08,22.73
1106,4001,2024-04-17,185.42
1107,4001,2024-04-04,75.08
1108,4002,2024-04-10,103.84
1109,4008,2024-04-28,285.48
1110,4010,2024-04-28,1226.0
1111,4012,2024-04-25,33.88
1112,4015,2024-04-24,751.7
1113,4016,2024-04-17,106.08
1114,4017,2024-04-05,165.4
1115,4017,2024-04-29,48.95
1116,4020,2024-04-18,143.66
1117,4027,2024-04-24,81.9
1118,4028,2024-04-13,69.18
1119,4028,2024-04-20,182.53
1120,4029,2024-04-30,182.53
1121,4037,2024-04-23,34.39
1122,4038,2024-04-25,42.44
1123,4040,2024-04-25,53.99
1124,4044,2024-04-17,25.06
1125,4048,2024-04-27,43.32
1126,4049,2024-04-15,62.73
1127,4055,2024-05-04,75.08
1128,4059,2024-04-30,186.72
1129,4064,2024-04-16,91.4
1130,4070,2024-05-13,64.56
1131,4076,2024-05-10,22.73
1132,4077,2024-05-03,302.3
1133,4081,2024-05-10,161.97
1134,4085,2024-05-13,79.26
1135,4085,2024-05-06,355.0
1136,4090,2024-05-17,79.26
1137,4099,2024-05-03,150.34
1138,4112,2024-05-17,35.68
1139,4114,2024-05-03,185.76
1140,4116,2024-04-24,74.5
1141,4116,2024-05-21,167.4
1142,4124,2024-05-15,566.08
1143,4126,2024-05-14,76.42
1144,4129,2024-04-30,76.41
1145,4141,2024-05-21,145.57
1146,4141,2024-05-12,88.61
1147,4146,2024-05-20,39.61
1148,4151,2024-05-11,58.95
1149,4157,2024-05-28,287.6
1150,4159,2024-05-20,334.98
1151,4161,2024-05-27,980.8
1152,4163,2024-05-24,317.31
1153,4169,2024-05-05,53.26
1154,4171,2024-05-09,36.2
1155,4174,2024-05-26,12.04
1156,4174,2024-05-13,299.4
1157,4179,2024-05-08,42.47
1158,4186,2024-05-09,185.89
1159,4193,2024-05-20,21.52
1160,4206,2024-06-04,90.58
1161,4212,2024-06-04,73.2
1162,4222,2024-06-05,48.51
1163,4226,2024-05-29,38.62
1164,4227,2024-05-21,45.08
1165,4229,2024-06-12,231.45
1166,4233,2024-05-31,125.96
1167,4235,2024-05-22,62.33
1168,4253,2024-06-02,63.51
1169,4265,2024-06-09,178.65
1170,4270,2024-06-05,184.25
1171,4275,2024-05-27,83.99
1172,4276,2024-06-10,197.07
1173,4279,2024-06-10,150.34
1174,4287,2024-06-15,36.02
1175,4289,2024-06-18,669.6
1176,4294,2024-06-09,127.02
1177,4296,2024-05-29,24.01
1178,4297,2024-06-17,113.72
1179,4300,2024-06-22,91.4
1180,4314,2024-06-04,17.98
1181,4317,2024-06-16,132.72
1182,4318,2024-06-13,150.36
1183,4327,2024-06-10,120.42
1184,4327,2024-06-25,138.34
1185,4337,2024-06-17,39.61
1186,4338,2024-06-09,74.5
1187,4339,2024-06-25,62.33
1188,4347,2024-06-12,68.56
1189,4348,2024-06-17,58.15
1190,4356,2024-06-26,92.46
1191,4359,2024-07-08,77.82
1192,4363,2024-06-15,267.18
1193,4369,2024-06-22,14.99
1194,4378,2024-07-12,125.96
1195,4388,2024-06-27,158.44
1196,4394,2024-07-10,183.4
1197,4396,2024-06-18,148.42
1198,4401,2024-06-28,19.95
1199,4406,2024-06-24,201.4
1200,4406,2024-07-09,83.99
1201,4408,2024-07-04,242.55
1202,4409,2024-07-02,184.94
1203,4414,2024-07-02,91.4
1204,4431,2024-07-16,88.75
1205,4432,2024-06-25,92.47
1206,4442,2024-07-11,53.99
1207,4443,2024-07-25,29.5
1208,4456,2024-07-10,169.72
1209,4458,2024-07-18,707.96
1210,4467,2024-07-07,58.74
1211,4470,2024-07-23,93.36
1212,4470,2024-07-29,16.37
1213,4474,2024-07-02,53.7
1214,4484,2024-07-11,503.84
1215,4485,2024-07-28,144.42
1216,4486,2024-07-07,91.4
1217,4500,2024-08-01,32.74
1218,4521,2024-07-27,68.56
1219,4524,2024-08-02,42.44
1220,4524,2024-07-22,19.65
1221,4525,2024-07-22,124.66
1222,4528,2024-08-02,291.18
1223,4530,2024-08-04,22.73
1224,4540,2024-08-09,174.75
1225,4548,2024-07-18,31.35
1226,4551,2024-07-25,427.77
1227,4555,2024-07-25,334.98
1228,4562,2024-07-22,126.84
1229,4567,2024-07-23,167.4
1230,4571,2024-08-03,145.57
1231,4574,2024-08-19,68.56
1232,4584,2024-08-17,29.72
1233,4585,2024-08-10,582.28
1234,4586,2024-07-25,179.79
1235,4589,2024-08-21,184.25
1236,4594,2024-08-11,176.99
1237,4594,2024-08-12,62.86
1238,4594,2024-08-08,10.0
1239,4597,2024-08-10,147.84
1240,4598,2024-07-28,58.43
1241,4603,2024-08-23,361.56
1242,4609,2024-08-02,402.8
1243,4609,2024-08-22,180.78
1244,4611,2024-08-08,59.93
1245,4613,2024-08-20,17.49
1246,4618,2024-08-11,120.42
1247,4629,2024-08-12,224.67
1248,4633,2024-08-22,141.18
1249,4637,2024-08-18,83.99
1250,4645,2024-08-28,115.16
1251,4647,2024-08-22,148.42
1252,4650,2024-08-07,148.42
1253,4651,2024-08-27,69.72
1254,4656,2024-08-30,66.36
1255,4656,2024-09-01,38.59
1256,4659,2024-08-06,431.4
1257,4660,2024-08-05,368.5
1258,4661,2024-08-06,61.24
1259,4668,2024-08-14,325.48
1260,4669,2024-08-30,68.56
1261,4670,2024-08-29,62.86
1262,4672,2024-09-04,33.88
1263,4674,2024-08-20,120.42
1264,4689,2024-08-18,106.17
1265,4697,2024-08-13,57.71
1266,4705,2024-08-24,119.14
1267,4708,2024-09-08,180.78
1268,4709,2024-08-26,42.44
1269,4715,2024-08-17,38.59
1270,4720,2024-08-29,82.57
1271,4724,2024-08-14,160.23
1272,4734,2024-09-03,82.57
1273,4734,2024-09-12,93.36
1274,4744,2024-09-15,809.6
1275,4755,2024-08-24,107.98
1276,4755,2024-08-20,72.03
1277,4759,2024-09-08,115.16
1278,4772,2024-08-22,1226.0
1279,4776,2024-08-29,72.75
1280,4777,2024-09-15,17.98
1281,4780,2024-09-19,82.57
1282,4782,2024-09-19,22.48
1283,4784,2024-09-14,182.53
1284,4787,2024-08-25,60.94
1285,4791,2024-08-26,53.52
1286,4800,2024-08-28,182.53
1287,4805,2024-08-31,182.8
1288,4812,2024-09-17,116.0
1289,4820,2024-09-23,258.96
1290,4820,2024-09-03,29.98
1291,4838,2024-09-18,53.99
1292,4841,2024-09-21,45.29
1293,4849,2024-09-27,107.4
1294,4850,2024-09-07,180.78
1295,4854,2024-09-19,126.84
1296,4854,2024-09-02,389.76
1297,4860,2024-09-25,51.92
1298,4860,2024-09-27,196.02
1299,4861,2024-09-19,91.4
1300,4868,2024-09-04,38.59
1301,4883,2024-09-15,57.58
1302,4888,2024-09-13,66.36
1303,4900,2024-09-27,265.83
1304,4900,2024-09-25,76.41
1305,4905,2024-09-16,62.33
1306,4908,2024-09-14,142.59
1307,4917,2024-09-11,251.42
1308,4917,2024-09-28,184.25
1309,4918,2024-09-18,174.75
1310,4919,2024-10-08,14.99
1311,4934,2024-09-19,79.22
1312,4935,2024-10-03,119.98
1313,4935,2024-09-20,160.23
1314,4938,2024-09-21,150.34
1315,4938,2024-09-18,801.15
1316,4963,2024-10-09,147.84
1317,4966,2024-09-27,80.11
1318,4971,2024-10-09,115.77
1319,4972,2024-10-15,58.74
1320,4973,2024-10-14,112.77
1321,4973,2024-10-12,169.72
1322,4974,2024-10-07,251.42
1323,4981,2024-09-27,184.92
1324,4983,2024-09-28,79.25
1325,4987,2024-10-03,62.26
1326,4989,2024-09-22,125.46
1327,4995,2024-10-21,179.64
1328,5001,2024-09-28,21.66
1329,5003,2024-10-22,24.51
1330,5010,2024-10-10,32.74
1331,5012,2024-10-14,167.49
1332,5013,2024-09-28,21.66
1333,5014,2024-10-06,245.2
1334,5018,2024-10-17,104.58
1335,5025,2024-10-09,119.98
1336,5032,2024-10-27,48.51
1337,5033,2024-10-05,75.18
1338,5034,2024-10-24,183.4
1339,5037,2024-10-21,21.52
1340,5038,2024-09-30,240.84
1341,5040,2024-10-25,21.52
1342,5041,2024-10-26,9.76
1343,5046,2024-10-02,359.94
1344,5047,2024-10-06,178.65
1345,5048,2024-10-18,29.72
1346,5050,2024-10-20,95.19
1347,5050,2024-10-01,980.8
1348,5051,2024-10-28,138.33
1349,5060,2024-10-12,72.88
1350,5065,2024-10-14,259.84
1351,5067,2024-10-08,36.94
1352,5070,2024-10-10,237.78
1353,5077,2024-10-30,106.17
1354,5079,2024-10-14,183.4
1355,5084,2024-10-19,107.98
1356,5085,2024-10-19,93.36
1357,5085,2024-10-27,17.84
1358,5091,2024-11-04,224.67
1359,5093,2024-10-29,458.84
1360,5093,2024-10-14,64.38
1361,5094,2024-11-07,158.52
1362,5102,2024-10-23,11.66
1363,5110,2024-11-09,205.68
1364,5111,2024-10-18,239.96
1365,5113,2024-10-23,230.95
1366,5114,2024-11-10,402.8
1367,5119,2024-11-07,204.25
1368,5121,2024-11-11,318.51
1369,5127,2024-10-23,75.18
1370,5131,2024-10-17,266.18
1371,5136,2024-11-09,174.75
1372,5137,2024-10-17,62.78
1373,5139,2024-10-22,160.23
1374,5141,2024-11-10,75.36
1375,5145,2024-11-15,125.96
1376,5149,2024-10-20,224.67
1377,5164,2024-10-22,477.84
1378,5172,2024-11-07,10.0
1379,5199,2024-11-05,43.04
1380,5201,2024-11-27,365.06
1381,5202,2024-11-24,420.63
1382,5209,2024-11-14,174.75
1383,5216,2024-11-14,157.8
1384,5217,2024-11-05,4.74
1385,5217,2024-11-28,377.48
1386,5218,2024-12-01,77.82
1387,5222,2024-11-30,37.59
1388,5222,2024-11-10,787.12
1389,5223,2024-11-05,146.65
1390,5225,2024-11-20,150.34
1391,5226,2024-11-12,143.8
1392,5227,2024-11-18,412.85
1393,5231,2024-11-06,48.02
1394,5238,2024-11-30,82.57
1395,5238,2024-11-07,140.21
1396,5261,2024-12-03,149.08
1397,5269,2024-11-24,155.9
1398,5278,2024-11-11,74.5
1399,5281,2024-11-21,127.41
1400,5283,2024-11-14,160.23
1401,5284,2024-11-13,92.71
1402,5287,2024-11-28,14.75
1403,5289,2024-11-21,230.32
1404,5289,2024-11-27,230.32
1405,5297,2024-11-28,535.95
1406,5304,2024-11-25,174.75
1407,5310,2024-11-18,179.64
1408,5318,2024-11-20,74.5
1409,5318,2024-12-14,462.68
1410,5325,2024-12-10,182.82
1411,5326,2024-12-05,76.54
1412,5329,2024-12-02,106.17
1413,5346,2024-12-08,400.77
1414,5346,2024-11-23,92.88
1415,5348,2024-11-29,32.19
1416,5350,2024-12-01,282.36
1417,5352,2024-12-15,153.15
1418,5365,2024-12-21,368.5
1419,5369,2024-11-26,141.09
1420,5377,2024-12-03,212.34
1421,5390,2024-12-05,51.09
1422,5391,2024-12-10,124.52
1423,5393,2024-12-20,7.17
1424,5401,2024-12-19,120.42
1425,5405,2024-12-26,38.59
1426,5405,2024-12-16,314.76
1427,5407,2024-11-29,83.99
1428,5407,2024-12-24,12.62
1429,5411,2024-12-11,669.6
1430,5411,2024-11-28,157.38
1431,5413,2024-12-06,36.2
1432,5417,2024-12-10,203.5
1433,5426,2024-12-16,36.2
1434,5429,2024-12-25,169.72
1435,5432,2024-12-09,84.94
1436,5436,2024-12-21,180.78
1437,5437,2024-12-06,159.78
1438,5439,2024-12-12,88.61
1439,5440,2024-12-25,14.51
1440,5450,2024-12-04,23.84
1441,5450,2024-12-16,80.11
1442,5459,2024-12-13,17.49
1443,5461,2024-12-05,238.92
1444,5462,2024-12-22,58.43
1445,5468,2024-12-13,402.8
1446,5468,2024-12-20,48.51
1447,5470,2024-12-23,105.09
1448,5472,2024-12-30,503.84
1449,5475,2024-12-29,62.86
1450,5476,2024-12-24,81.9
1451,5476,2024-12-26,42.12
1452,5479,2024-12-27,65.34
1453,5486,2024-12-31,53.7
1454,5495,2024-12-20,285.18
1455,5498,2024-12-26,245.2
1456,5499,2024-12-31,97.02
1457,5502,2024-12-31,45.29
1458,5505,2024-12-23,88.75
1459,5510,2024-12-14,239.96
1460,5518,2024-12-28,38.27
1461,5526,2024-12-27,224.67
1462,5540,2024-12-21,129.92
1463,5541,2024-12-21,182.53
1464,5543,2024-12-31,24.01
1465,5547,2024-12-26,182.53
1466,5548,2024-12-20,39.61
1467,5550,2024-12-31,36.94
1468,5550,2024-12-15,34.39
1469,5552,2024-12-16,137.12
1470,5554,2024-12-15,145.57
1471,5555,2024-12-25,106.5
1472,5556,2024-12-31,147.84
1473,5562,2024-12-16,402.8
1474,5572,2024-12-31,291.18
1475,5574,2024-12-31,39.04
1476,5579,2024-12-31,74.54
1477,5586,2024-12-21,535.95
1478,5590,2024-12-31,48.51
1479,5597,2024-12-31,230.95
1480,5599,2024-12-28,334.98
1481,5610,2024-12-30,69.21
1482,5614,2024-12-23,245.2
1483,5615,2024-12-29,86.24
1484,5616,2024-12-26,77.88
1485,5626,2024-12-31,41.05
1486,5627,2024-12-22,306.3
1487,5630,2024-12-31,71.83
1488,5630,2024-12-24,59.35
1489,5633,2024-12-31,48.14
1490,5633,2024-12-31,229.23
1491,5636,2024-12-31,88.61
1492,5639,2024-12-31,139.44
1493,5660,2024-12-29,53.99
1494,5669,2024-12-27,69.72
1495,5671,2024-12-31,459.45
1496,5674,2024-12-31,174.75
1497,5681,2024-12-31,22.73
1498,5693,2024-12-30,143.8
1499,5693,2024-12-31,230.95
1500,5693,2024-12-31,72.55
1501,5698,2024-12-31,239.96
1502,5703,2024-12-31,48.51
1503,5704,2024-12-31,320.46
1504,5705,2024-12-31,167.98
1505,5709,2024-12-31,251.92
1506,5710,2024-12-31,62.26
1507,5710,2024-12-31,300.68
1508,5715,2024-12-31,94.36
1509,5719,2024-12-31,238.44
1510,5724,2024-12-31,180.78
1511,5727,2024-12-31,45.29
1512,5735,2024-12-31,77.15
