return_detail_id,return_id,product_id,qty,reason,unit_return_amount
756,756,29,1,Duplicate order,128.34
757,757,17,1,Size/fit issue,79.24
758,758,70,1,Wrong item received,125.71
759,759,44,1,Size/fit issue,38.62
760,760,21,1,Defective product,64.43
761,761,15,1,Damaged in shipping,167.4
762,762,16,1,Size/fit issue,129.92
763,763,16,3,Duplicate order,129.92
764,764,89,2,Size/fit issue,56.86
765,765,57,1,Not as described,55.46
766,766,14,4,Duplicate order,79.25
767,767,28,2,Size/fit issue,145.59
768,768,78,2,Wrong item received,76.41
769,769,7,1,Duplicate order,48.51
770,770,78,1,Not as described,79.26
771,771,9,1,Quality not as expected,53.99
772,772,4,1,Quality not as expected,80.11
773,773,61,2,Damaged in shipping,63.51
774,774,58,2,Wrong item received,41.05
775,775,11,1,Duplicate order,39.61
776,776,19,2,Not as described,182.53
777,777,7,1,Gift return,48.51
778,778,69,1,Size/fit issue,24.51
779,779,48,1,Gift return,43.12
780,780,4,2,Quality not as expected,94.36
781,781,87,1,Better price found,61.24
782,782,60,2,Quality not as expected,17.29
783,783,92,1,Duplicate order,57.71
784,784,80,1,Changed mind,202.4
785,785,32,1,Defective product,167.49
786,786,76,1,Defective product,62.73
787,787,18,2,Wrong item received,88.61
788,788,45,1,Not as described,27.98
789,789,71,1,Duplicate order,17.84
790,790,13,1,Quality not as expected,138.34
791,791,71,1,Defective product,17.84
792,792,76,2,Size/fit issue,59.88
793,793,20,1,Defective product,57.58
794,794,9,1,Size/fit issue,53.99
795,795,77,1,Better price found,180.78
796,796,67,1,Quality not as expected,78.9
797,797,18,1,Not as described,93.36
798,798,62,1,Quality not as expected,139.89
799,799,91,1,Better price found,20.58
800,800,16,2,Defective product,115.67
801,801,37,1,Gift return,17.98
802,802,28,2,Size/fit issue,145.59
803,803,19,1,Wrong item received,182.53
804,804,17,1,Better price found,83.99
805,805,63,1,Not as described,62.26
806,806,30,3,Size/fit issue,14.51
807,807,39,1,Better price found,55.84
808,808,12,1,Damaged in shipping,230.95
809,809,89,1,Duplicate order,56.86
810,810,89,1,Damaged in shipping,58.76
811,811,19,2,Damaged in shipping,182.53
812,812,26,1,Size/fit issue,65.69
813,813,67,1,Damaged in shipping,73.2
814,814,28,1,Not as described,145.59
815,815,53,2,Changed mind,42.47
816,816,33,1,Defective product,63.2
817,817,17,1,Quality not as expected,79.24
818,818,79,1,Gift return,144.03
819,819,9,1,Better price found,58.74
820,820,74,1,Better price found,201.4
821,821,15,3,Size/fit issue,153.15
822,822,83,1,Defective product,33.29
823,823,41,1,Duplicate order,21.53
824,824,20,2,Changed mind,62.33
825,825,89,2,Gift return,70.16
826,826,99,1,Quality not as expected,47.03
827,827,21,1,Better price found,64.43
828,828,75,2,Wrong item received,42.44
829,829,2,2,Defective product,82.57
830,830,100,4,Changed mind,42.12
831,831,9,1,Size/fit issue,53.99
832,832,77,1,Duplicate order,180.78
833,833,84,2,Defective product,36.44
834,834,10,2,Better price found,229.42
835,835,27,1,Size/fit issue,11.92
836,836,53,1,Defective product,59.57
837,837,25,1,Wrong item received,129.48
838,838,14,1,Wrong item received,88.75
839,839,98,1,Changed mind,79.22
840,840,40,2,Wrong item received,126.84
841,841,33,1,Better price found,48.95
842,842,52,1,Damaged in shipping,62.31
843,843,35,2,Duplicate order,30.71
844,844,97,1,Quality not as expected,37.59
845,845,55,1,Changed mind,46.77
846,846,2,1,Changed mind,82.57
847,847,70,1,Not as described,122.86
848,848,77,2,Gift return,180.78
849,849,79,1,Size/fit issue,141.18
850,850,16,3,Quality not as expected,129.92
851,851,25,1,Gift return,119.98
852,852,15,1,Wrong item received,167.4
853,853,63,1,Duplicate order,62.26
854,854,45,1,Changed mind,45.08
855,855,25,2,Defective product,129.48
856,856,8,4,Not as described,184.25
857,857,10,1,Size/fit issue,238.92
858,858,12,1,Gift return,245.2
859,859,3,1,Quality not as expected,140.21
860,860,79,1,Wrong item received,138.33
861,861,17,4,Duplicate order,79.24
862,862,31,1,Size/fit issue,45.1
863,863,15,1,Better price found,167.4
864,864,36,1,Size/fit issue,14.75
865,865,25,1,Better price found,119.98
866,866,94,1,Wrong item received,23.63
867,867,96,1,Duplicate order,76.42
868,868,3,2,Size/fit issue,125.96
869,869,16,1,Better price found,129.92
870,870,19,2,Better price found,182.53
871,871,26,2,Damaged in shipping,65.69
872,872,79,1,Gift return,138.33
873,873,62,3,Size/fit issue,139.89
874,874,31,1,Better price found,59.35
875,875,80,1,Defective product,202.4
876,876,53,1,Size/fit issue,42.47
877,877,21,2,Better price found,64.43
878,878,55,2,Not as described,46.77
879,879,5,1,Duplicate order,77.15
880,880,76,1,Quality not as expected,62.73
881,881,78,4,Changed mind,76.41
882,882,5,1,Damaged in shipping,81.9
883,883,91,1,Changed mind,33.88
884,884,18,1,Quality not as expected,88.61
885,885,2,3,Better price found,82.57
886,886,76,4,Better price found,62.73
887,887,36,1,Better price found,24.25
888,888,2,1,Quality not as expected,77.82
889,889,35,1,Changed mind,25.96
890,890,74,2,Damaged in shipping,201.4
891,891,92,1,Gift return,57.71
892,892,34,2,Defective product,75.08
893,893,89,1,Not as described,70.16
894,894,8,1,Duplicate order,184.25
895,895,44,1,Changed mind,38.62
896,896,43,1,Gift return,12.04
897,897,42,1,Gift return,38.59
898,898,95,2,Defective product,7.49
899,899,83,1,Not as described,33.29
900,900,22,1,Quality not as expected,141.52
901,901,7,1,Changed mind,48.51
902,902,37,2,Duplicate order,17.98
903,903,34,2,Defective product,84.58
904,904,42,2,Wrong item received,38.59
905,905,98,1,Better price found,65.92
906,906,42,1,Duplicate order,38.59
907,907,35,1,Changed mind,25.96
908,908,73,1,Not as described,183.04
909,909,13,4,Changed mind,133.59
910,910,36,4,Wrong item received,24.25
911,911,11,1,Damaged in shipping,39.61
912,912,97,2,Better price found,37.59
913,913,26,1,Defective product,60.94
914,914,87,1,Damaged in shipping,74.54
915,915,33,2,Not as described,53.7
916,916,62,1,Better price found,145.59
917,917,92,3,Not as described,59.61
918,918,9,2,Not as described,58.74
919,919,4,1,Duplicate order,80.11
920,920,10,2,Damaged in shipping,224.67
921,921,44,1,Quality not as expected,38.62
922,922,77,3,Duplicate order,180.78
923,923,1,2,Quality not as expected,178.65
924,924,18,2,Duplicate order,88.61
925,925,20,2,Gift return,71.83
926,926,25,1,Damaged in shipping,119.98
927,927,53,1,Quality not as expected,42.47
928,928,1,1,Wrong item received,178.65
929,929,88,1,Not as described,31.73
930,930,77,1,Damaged in shipping,180.78
931,931,79,1,Damaged in shipping,141.18
932,932,55,1,Not as described,16.37
933,933,87,3,Quality not as expected,74.54
934,934,6,1,Defective product,120.42
935,935,53,3,Wrong item received,72.87
936,936,80,2,Wrong item received,202.4
937,937,48,1,Size/fit issue,43.12
938,938,12,1,Wrong item received,230.95
939,939,8,1,Gift return,174.75
940,940,6,1,Defective product,106.17
941,941,9,1,Wrong item received,58.74
942,942,98,2,Duplicate order,65.92
943,943,96,1,Wrong item received,76.42
944,944,6,2,Better price found,106.17
945,945,33,3,Size/fit issue,53.7
946,946,77,1,Duplicate order,180.78
947,947,8,1,Not as described,174.75
948,948,2,1,Quality not as expected,77.82
949,949,63,1,Gift return,62.26
950,950,78,1,Quality not as expected,76.41
951,951,61,1,Defective product,63.51
952,952,93,1,Size/fit issue,28.35
953,953,47,2,Better price found,92.46
954,954,17,1,Changed mind,79.24
955,955,2,3,Changed mind,82.57
956,956,27,1,Defective product,21.42
957,957,4,1,Duplicate order,80.11
958,958,17,4,Quality not as expected,83.99
959,959,49,1,Not as described,36.75
960,960,18,1,Not as described,88.61
961,961,75,1,Wrong item received,48.14
962,962,9,1,Gift return,53.99
963,963,40,4,Not as described,126.84
964,964,69,1,Quality not as expected,24.51
965,965,69,2,Defective product,24.51
966,966,93,2,Not as described,26.45
967,967,48,1,Damaged in shipping,43.12
968,968,24,1,Wrong item received,101.75
969,969,2,2,Not as described,82.57
970,970,21,1,Damaged in shipping,69.18
971,971,15,1,Quality not as expected,153.15
972,972,17,1,Changed mind,83.99
973,973,45,2,Better price found,27.98
974,974,28,1,Changed mind,145.59
975,975,19,1,Defective product,196.78
976,976,73,1,Damaged in shipping,185.89
977,977,3,3,Quality not as expected,125.96
978,978,15,3,Defective product,153.15
979,979,8,1,Quality not as expected,174.75
980,980,26,1,Gift return,60.94
981,981,57,1,Defective product,55.46
982,982,69,2,Damaged in shipping,21.66
983,983,7,1,Better price found,48.51
984,984,17,1,Gift return,79.24
985,985,89,1,Duplicate order,70.16
986,986,61,1,Better price found,63.51
987,987,20,1,Defective product,62.33
988,988,30,2,Wrong item received,24.01
989,989,1,4,Not as described,183.4
990,990,64,2,Damaged in shipping,62.86
991,991,55,1,Quality not as expected,33.47
992,992,19,1,Not as described,182.53
993,993,69,1,Defective product,21.66
994,994,28,1,Better price found,150.34
995,995,13,1,Gift return,133.59
996,996,7,1,Duplicate order,48.51
997,997,5,1,Duplicate order,77.15
998,998,65,1,Size/fit issue,146.65
999,999,51,2,Quality not as expected,49.32
1000,1000,95,2,Better price found,7.49
1001,1001,69,1,Changed mind,21.66
1002,1002,40,1,Not as described,122.09
1003,1003,82,3,Gift return,31.35
1004,1004,4,2,Quality not as expected,84.86
1005,1005,40,1,Damaged in shipping,126.84
1006,1006,26,4,Changed mind,60.94
1007,1007,7,1,Better price found,48.51
1008,1008,13,3,Better price found,147.84
1009,1009,6,1,Better price found,120.42
1010,1010,13,1,Quality not as expected,138.34
1011,1011,13,1,Changed mind,133.59
1012,1012,4,1,Quality not as expected,94.36
1013,1013,35,1,Changed mind,30.71
1014,1014,51,2,Not as described,49.32
1015,1015,11,2,Not as described,39.61
1016,1016,33,2,Damaged in shipping,63.2
1017,1017,10,1,Quality not as expected,229.42
1018,1018,5,3,Duplicate order,77.15
1019,1019,72,1,Not as described,145.57
1020,1020,31,2,Gift return,49.85
1021,1021,96,2,Better price found,76.42
1022,1022,1,1,Better price found,178.65
1023,1023,67,2,Quality not as expected,73.2
1024,1024,26,1,Gift return,60.94
1025,1025,19,1,Gift return,182.53
1026,1026,97,1,Gift return,37.59
1027,1027,34,1,Wrong item received,84.58
1028,1028,21,1,Duplicate order,69.18
1029,1029,12,2,Wrong item received,245.2
1030,1030,20,3,Wrong item received,62.33
1031,1031,18,1,Damaged in shipping,93.36
1032,1032,30,1,Wrong item received,24.01
1033,1033,48,4,Not as described,43.12
1034,1034,6,3,Duplicate order,106.17
1035,1035,18,3,Duplicate order,93.36
1036,1036,11,2,Duplicate order,34.86
1037,1037,1,1,Quality not as expected,178.65
1038,1038,18,1,Defective product,93.36
1039,1039,45,1,Wrong item received,27.98
1040,1040,49,2,Gift return,36.75
1041,1041,63,4,Gift return,62.26
1042,1042,55,1,Size/fit issue,33.47
1043,1043,57,3,Gift return,55.46
1044,1044,1,3,Changed mind,178.65
1045,1045,12,1,Size/fit issue,245.2
1046,1046,78,1,Not as described,76.41
1047,1047,3,1,Quality not as expected,125.96
1048,1048,6,1,Damaged in shipping,120.42
1049,1049,68,2,Not as described,154.53
1050,1050,25,2,Quality not as expected,129.48
1051,1051,39,3,Changed mind,65.34
1052,1052,32,1,Not as described,162.74
1053,1053,86,1,Quality not as expected,81.42
1054,1054,11,1,Not as described,34.86
1055,1055,13,3,Not as described,133.59
1056,1056,4,2,Defective product,80.11
1057,1057,11,1,Changed mind,39.61
1058,1058,27,2,Damaged in shipping,11.92
1059,1059,36,1,Better price found,14.75
1060,1060,63,1,Defective product,62.26
1061,1061,33,1,Duplicate order,48.95
1062,1062,2,1,Size/fit issue,82.57
1063,1063,28,1,Damaged in shipping,150.34
1064,1064,29,1,Damaged in shipping,128.34
1065,1065,32,1,Size/fit issue,176.99
1066,1066,33,5,Changed mind,48.95
1067,1067,26,1,Wrong item received,60.94
1068,1068,15,1,Gift return,167.4
1069,1069,94,4,Changed mind,35.03
1070,1070,3,1,Not as described,125.96
1071,1071,64,2,Wrong item received,62.86
1072,1072,59,2,Duplicate order,70.14
1073,1073,4,1,Changed mind,84.86
1074,1074,33,1,Gift return,63.2
1075,1075,9,2,Size/fit issue,53.99
1076,1076,4,4,Gift return,94.36
1077,1077,3,1,Size/fit issue,140.21
1078,1078,14,2,Changed mind,79.25
1079,1079,88,1,Wrong item received,31.73
1080,1080,34,1,Defective product,75.08
1081,1081,15,2,Defective product,167.4
1082,1082,13,2,Damaged in shipping,138.34
1083,1083,52,1,Better price found,92.71
1084,1084,51,1,Changed mind,36.02
1085,1085,77,1,Size/fit issue,180.78
1086,1086,7,1,Better price found,48.51
1087,1087,13,4,Changed mind,138.34
1088,1088,6,1,Duplicate order,106.17
1089,1089,86,1,Duplicate order,79.52
1090,1090,67,1,Gift return,78.9
1091,1091,2,1,Damaged in shipping,77.82
1092,1092,73,2,Gift return,188.74
1093,1093,75,1,Duplicate order,45.29
1094,1094,8,1,Size/fit issue,184.25
1095,1095,89,2,Quality not as expected,56.86
1096,1096,38,2,Quality not as expected,165.4
1097,1097,42,1,Damaged in shipping,38.59
1098,1098,72,1,Damaged in shipping,148.42
1099,1099,48,1,Defective product,43.12
1100,1100,7,3,Gift return,53.26
1101,1101,2,2,Quality not as expected,77.82
1102,1102,28,1,Duplicate order,145.59
1103,1103,56,3,Not as described,38.27
1104,1104,29,1,Defective product,128.34
1105,1105,37,1,Changed mind,22.73
1106,1106,52,2,Damaged in shipping,92.71
1107,1107,34,1,Gift return,75.08
1108,1108,35,4,Duplicate order,25.96
1109,1109,62,2,Size/fit issue,142.74
1110,1110,12,5,Wrong item received,245.2
1111,1111,91,1,Not as described,33.88
1112,1112,28,5,Damaged in shipping,150.34
1113,1113,59,2,Gift return,53.04
1114,1114,38,1,Size/fit issue,165.4
1115,1115,33,1,Better price found,48.95
1116,1116,20,2,Better price found,71.83
1117,1117,5,1,Defective product,81.9
1118,1118,21,1,Changed mind,69.18
1119,1119,19,1,Changed mind,182.53
1120,1120,19,1,Better price found,182.53
1121,1121,60,1,Better price found,34.39
1122,1122,75,1,Better price found,42.44
1123,1123,9,1,Wrong item received,53.99
1124,1124,66,1,Defective product,25.06
1125,1125,69,2,Not as described,21.66
1126,1126,76,1,Size/fit issue,62.73
1127,1127,34,1,Defective product,75.08
1128,1128,18,2,Not as described,93.36
1129,1129,5,1,Size/fit issue,91.4
1130,1130,44,3,Damaged in shipping,21.52
1131,1131,37,1,Size/fit issue,22.73
1132,1132,38,2,Better price found,151.15
1133,1133,9,3,Duplicate order,53.99
1134,1134,78,1,Changed mind,79.26
1135,1135,14,4,Damaged in shipping,88.75
1136,1136,78,1,Changed mind,79.26
1137,1137,28,1,Damaged in shipping,150.34
1138,1138,71,2,Wrong item received,17.84
1139,1139,23,4,Gift return,46.44
1140,1140,14,1,Defective product,74.5
1141,1141,15,1,Changed mind,167.4
1142,1142,22,4,Better price found,141.52
1143,1143,96,1,Wrong item received,76.42
1144,1144,78,1,Duplicate order,76.41
1145,1145,72,1,Duplicate order,145.57
1146,1146,18,1,Quality not as expected,88.61
1147,1147,11,1,Better price found,39.61
1148,1148,49,3,Wrong item received,19.65
1149,1149,65,2,Quality not as expected,143.8
1150,1150,32,2,Gift return,167.49
1151,1151,12,4,Wrong item received,245.2
1152,1152,50,3,Defective product,105.77
1153,1153,7,1,Gift return,53.26
1154,1154,90,1,Damaged in shipping,36.2
1155,1155,43,1,Not as described,12.04
1156,1156,76,5,Not as described,59.88
1157,1157,53,1,Better price found,42.47
1158,1158,73,1,Size/fit issue,185.89
1159,1159,44,1,Quality not as expected,21.52
1160,1160,75,2,Better price found,45.29
1161,1161,67,1,Duplicate order,73.2
1162,1162,7,1,Better price found,48.51
1163,1163,44,1,Gift return,38.62
1164,1164,45,1,Damaged in shipping,45.08
1165,1165,5,3,Defective product,77.15
1166,1166,3,1,Not as described,125.96
1167,1167,20,1,Quality not as expected,62.33
1168,1168,61,1,Better price found,63.51
1169,1169,1,1,Defective product,178.65
1170,1170,8,1,Not as described,184.25
1171,1171,17,1,Duplicate order,83.99
1172,1172,26,3,Changed mind,65.69
1173,1173,28,1,Defective product,150.34
1174,1174,51,1,Wrong item received,36.02
1175,1175,15,4,Better price found,167.4
1176,1176,61,2,Not as described,63.51
1177,1177,30,1,Defective product,24.01
1178,1178,89,2,Size/fit issue,56.86
1179,1179,5,1,Better price found,91.4
1180,1180,37,1,Better price found,17.98
1181,1181,61,2,Duplicate order,66.36
1182,1182,97,4,Damaged in shipping,37.59
1183,1183,16,1,Size/fit issue,120.42
1184,1184,13,1,Size/fit issue,138.34
1185,1185,11,1,Duplicate order,39.61
1186,1186,14,1,Duplicate order,74.5
1187,1187,20,1,Better price found,62.33
1188,1188,64,1,Wrong item received,68.56
1189,1189,58,1,Duplicate order,58.15
1190,1190,47,1,Wrong item received,92.46
1191,1191,2,1,Gift return,77.82
1192,1192,13,2,Quality not as expected,133.59
1193,1193,71,1,Damaged in shipping,14.99
1194,1194,3,1,Not as described,125.96
1195,1195,98,2,Damaged in shipping,79.22
1196,1196,1,1,Not as described,183.4
1197,1197,72,1,Defective product,148.42
1198,1198,82,1,Quality not as expected,19.95
1199,1199,74,1,Damaged in shipping,201.4
1200,1200,17,1,Defective product,83.99
1201,1201,7,5,Duplicate order,48.51
1202,1202,50,2,Better price found,92.47
1203,1203,5,1,Changed mind,91.4
1204,1204,14,1,Better price found,88.75
1205,1205,50,1,Gift return,92.47
1206,1206,9,1,Quality not as expected,53.99
1207,1207,36,2,Quality not as expected,14.75
1208,1208,4,2,Size/fit issue,84.86
1209,1209,32,4,Not as described,176.99
1210,1210,9,1,Changed mind,58.74
1211,1211,18,1,Not as described,93.36
1212,1212,55,1,Damaged in shipping,16.37
1213,1213,33,1,Not as described,53.7
1214,1214,3,4,Better price found,125.96
1215,1215,75,3,Defective product,48.14
1216,1216,5,1,Damaged in shipping,91.4
1217,1217,55,2,Not as described,16.37
1218,1218,64,1,Wrong item received,68.56
1219,1219,75,1,Not as described,42.44
1220,1220,49,1,Wrong item received,19.65
1221,1221,20,2,Defective product,62.33
1222,1222,28,2,Gift return,145.59
1223,1223,37,1,Quality not as expected,22.73
1224,1224,8,1,Size/fit issue,174.75
1225,1225,82,1,Wrong item received,31.35
1226,1226,29,3,Not as described,142.59
1227,1227,32,2,Wrong item received,167.49
1228,1228,40,1,Quality not as expected,126.84
1229,1229,15,1,Gift return,167.4
1230,1230,72,1,Not as described,145.57
1231,1231,64,1,Size/fit issue,68.56
1232,1232,54,1,Not as described,29.72
1233,1233,72,4,Defective product,145.57
1234,1234,81,3,Quality not as expected,59.93
1235,1235,8,1,Size/fit issue,184.25
1236,1236,32,1,Better price found,176.99
1237,1237,64,1,Quality not as expected,62.86
1238,1238,36,1,Wrong item received,10.0
1239,1239,13,1,Better price found,147.84
1240,1240,99,1,Not as described,58.43
1241,1241,77,2,Wrong item received,180.78
1242,1242,74,2,Duplicate order,201.4
1243,1243,77,1,Quality not as expected,180.78
1244,1244,81,1,Damaged in shipping,59.93
1245,1245,85,3,Quality not as expected,5.83
1246,1246,16,1,Better price found,120.42
1247,1247,10,1,Duplicate order,224.67
1248,1248,79,1,Better price found,141.18
1249,1249,17,1,Damaged in shipping,83.99
1250,1250,20,2,Quality not as expected,57.58
1251,1251,72,1,Damaged in shipping,148.42
1252,1252,72,1,Size/fit issue,148.42
1253,1253,11,2,Duplicate order,34.86
1254,1254,61,1,Changed mind,66.36
1255,1255,42,1,Damaged in shipping,38.59
1256,1256,65,3,Duplicate order,143.8
1257,1257,8,2,Gift return,184.25
1258,1258,87,1,Gift return,61.24
1259,1259,32,2,Duplicate order,162.74
1260,1260,64,1,Changed mind,68.56
1261,1261,64,1,Wrong item received,62.86
1262,1262,91,1,Wrong item received,33.88
1263,1263,6,1,Quality not as expected,120.42
1264,1264,6,1,Size/fit issue,106.17
1265,1265,92,1,Better price found,57.71
1266,1266,53,2,Damaged in shipping,59.57
1267,1267,77,1,Quality not as expected,180.78
1268,1268,75,1,Damaged in shipping,42.44
1269,1269,42,1,Defective product,38.59
1270,1270,2,1,Size/fit issue,82.57
1271,1271,68,1,Gift return,160.23
1272,1272,2,1,Damaged in shipping,82.57
1273,1273,18,1,Damaged in shipping,93.36
1274,1274,80,4,Defective product,202.4
1275,1275,9,2,Quality not as expected,53.99
1276,1276,30,3,Defective product,24.01
1277,1277,20,2,Not as described,57.58
1278,1278,12,5,Changed mind,245.2
1279,1279,36,3,Duplicate order,24.25
1280,1280,37,1,Wrong item received,17.98
1281,1281,2,1,Changed mind,82.57
1282,1282,91,1,Wrong item received,22.48
1283,1283,19,1,Changed mind,182.53
1284,1284,26,1,Gift return,60.94
1285,1285,71,3,Size/fit issue,17.84
1286,1286,19,1,Damaged in shipping,182.53
1287,1287,5,2,Better price found,91.4
1288,1288,24,1,Duplicate order,116.0
1289,1289,25,2,Changed mind,129.48
1290,1290,71,2,Duplicate order,14.99
1291,1291,9,1,Quality not as expected,53.99
1292,1292,75,1,Not as described,45.29
1293,1293,33,2,Defective product,53.7
1294,1294,77,1,Not as described,180.78
1295,1295,40,1,Duplicate order,126.84
1296,1296,16,3,Quality not as expected,129.92
1297,1297,35,2,Size/fit issue,25.96
1298,1298,39,3,Changed mind,65.34
1299,1299,5,1,Better price found,91.4
1300,1300,42,1,Changed mind,38.59
1301,1301,20,1,Damaged in shipping,57.58
1302,1302,61,1,Defective product,66.36
1303,1303,18,3,Wrong item received,88.61
1304,1304,78,1,Not as described,76.41
1305,1305,20,1,Size/fit issue,62.33
1306,1306,29,1,Not as described,142.59
1307,1307,70,2,Quality not as expected,125.71
1308,1308,8,1,Defective product,184.25
1309,1309,8,1,Gift return,174.75
1310,1310,71,1,Changed mind,14.99
1311,1311,11,2,Not as described,39.61
1312,1312,25,1,Duplicate order,119.98
1313,1313,68,1,Quality not as expected,160.23
1314,1314,28,1,Changed mind,150.34
1315,1315,68,5,Size/fit issue,160.23
1316,1316,13,1,Not as described,147.84
1317,1317,4,1,Duplicate order,80.11
1318,1318,42,3,Size/fit issue,38.59
1319,1319,9,1,Quality not as expected,58.74
1320,1320,97,3,Size/fit issue,37.59
1321,1321,4,2,Not as described,84.86
1322,1322,70,2,Quality not as expected,125.71
1323,1323,47,2,Damaged in shipping,92.46
1324,1324,14,1,Duplicate order,79.25
1325,1325,63,1,Wrong item received,62.26
1326,1326,76,2,Not as described,62.73
1327,1327,76,3,Quality not as expected,59.88
1328,1328,69,1,Damaged in shipping,21.66
1329,1329,69,1,Wrong item received,24.51
1330,1330,55,2,Better price found,16.37
1331,1331,32,1,Defective product,167.49
1332,1332,69,1,Quality not as expected,21.66
1333,1333,12,1,Duplicate order,245.2
1334,1334,11,3,Not as described,34.86
1335,1335,25,1,Size/fit issue,119.98
1336,1336,7,1,Wrong item received,48.51
1337,1337,97,2,Duplicate order,37.59
1338,1338,1,1,Damaged in shipping,183.4
1339,1339,44,1,Changed mind,21.52
1340,1340,16,2,Better price found,120.42
1341,1341,44,1,Quality not as expected,21.52
1342,1342,30,1,Defective product,9.76
1343,1343,25,3,Gift return,119.98
1344,1344,1,1,Duplicate order,178.65
1345,1345,54,1,Wrong item received,29.72
1346,1346,88,3,Wrong item received,31.73
1347,1347,12,4,Changed mind,245.2
1348,1348,79,1,Gift return,138.33
1349,1349,84,2,Duplicate order,36.44
1350,1350,16,2,Not as described,129.92
1351,1351,23,1,Damaged in shipping,36.94
1352,1352,78,3,Wrong item received,79.26
1353,1353,6,1,Not as described,106.17
1354,1354,1,1,Quality not as expected,183.4
1355,1355,9,2,Damaged in shipping,53.99
1356,1356,18,1,Not as described,93.36
1357,1357,71,1,Not as described,17.84
1358,1358,10,1,Defective product,224.67
1359,1359,10,2,Better price found,229.42
1360,1360,23,2,Defective product,32.19
1361,1361,78,2,Size/fit issue,79.26
1362,1362,85,2,Size/fit issue,5.83
1363,1363,64,3,Damaged in shipping,68.56
1364,1364,25,2,Better price found,119.98
1365,1365,12,1,Damaged in shipping,230.95
1366,1366,74,2,Wrong item received,201.4
1367,1367,74,1,Not as described,204.25
1368,1368,6,3,Better price found,106.17
1369,1369,66,3,Size/fit issue,25.06
1370,1370,29,2,Changed mind,133.09
1371,1371,8,1,Not as described,174.75
1372,1372,83,2,Not as described,31.39
1373,1373,68,1,Wrong item received,160.23
1374,1374,47,1,Size/fit issue,75.36
1375,1375,3,1,Quality not as expected,125.96
1376,1376,10,1,Size/fit issue,224.67
1377,1377,10,2,Better price found,238.92
1378,1378,36,1,Defective product,10.0
1379,1379,44,2,Better price found,21.52
1380,1380,19,2,Duplicate order,182.53
1381,1381,3,3,Gift return,140.21
1382,1382,8,1,Changed mind,174.75
1383,1383,67,2,Duplicate order,78.9
1384,1384,85,1,Damaged in shipping,4.74
1385,1385,73,2,Better price found,188.74
1386,1386,2,1,Gift return,77.82
1387,1387,97,1,Better price found,37.59
1388,1388,19,4,Better price found,196.78
1389,1389,65,1,Changed mind,146.65
1390,1390,28,1,Better price found,150.34
1391,1391,65,1,Gift return,143.8
1392,1392,2,5,Damaged in shipping,82.57
1393,1393,30,2,Wrong item received,24.01
1394,1394,2,1,Size/fit issue,82.57
1395,1395,3,1,Defective product,140.21
1396,1396,87,2,Size/fit issue,74.54
1397,1397,38,1,Duplicate order,155.9
1398,1398,14,1,Quality not as expected,74.5
1399,1399,53,3,Better price found,42.47
1400,1400,68,1,Better price found,160.23
1401,1401,52,1,Damaged in shipping,92.71
1402,1402,36,1,Damaged in shipping,14.75
1403,1403,20,4,Size/fit issue,57.58
1404,1404,20,4,Gift return,57.58
1405,1405,1,3,Defective product,178.65
1406,1406,8,1,Changed mind,174.75
1407,1407,76,3,Not as described,59.88
1408,1408,14,1,Duplicate order,74.5
1409,1409,16,4,Wrong item received,115.67
1410,1410,26,3,Better price found,60.94
1411,1411,56,2,Not as described,38.27
1412,1412,6,1,Not as described,106.17
1413,1413,13,3,Not as described,133.59
1414,1414,23,2,Gift return,46.44
1415,1415,23,1,Size/fit issue,32.19
1416,1416,79,2,Defective product,141.18
1417,1417,15,1,Gift return,153.15
1418,1418,8,2,Wrong item received,184.25
1419,1419,99,3,Not as described,47.03
1420,1420,6,2,Gift return,106.17
1421,1421,39,1,Gift return,51.09
1422,1422,63,2,Gift return,62.26
1423,1423,27,1,Size/fit issue,7.17
1424,1424,6,1,Changed mind,120.42
1425,1425,42,1,Duplicate order,38.59
1426,1426,68,2,Gift return,157.38
1427,1427,17,1,Wrong item received,83.99
1428,1428,54,1,Gift return,12.62
1429,1429,15,4,Size/fit issue,167.4
1430,1430,68,1,Duplicate order,157.38
1431,1431,90,1,Gift return,36.2
1432,1432,24,2,Better price found,101.75
1433,1433,90,1,Gift return,36.2
1434,1434,4,2,Quality not as expected,84.86
1435,1435,53,2,Gift return,42.47
1436,1436,77,1,Damaged in shipping,180.78
1437,1437,7,3,Defective product,53.26
1438,1438,18,1,Changed mind,88.61
1439,1439,30,1,Duplicate order,14.51
1440,1440,27,2,Size/fit issue,11.92
1441,1441,4,1,Quality not as expected,80.11
1442,1442,85,3,Quality not as expected,5.83
1443,1443,10,1,Damaged in shipping,238.92
1444,1444,99,1,Not as described,58.43
1445,1445,74,2,Changed mind,201.4
1446,1446,7,1,Duplicate order,48.51
1447,1447,94,3,Size/fit issue,35.03
1448,1448,3,4,Wrong item received,125.96
1449,1449,64,1,Changed mind,62.86
1450,1450,5,1,Duplicate order,81.9
1451,1451,100,1,Size/fit issue,42.12
1452,1452,39,1,Defective product,65.34
1453,1453,33,1,Gift return,53.7
1454,1454,29,2,Damaged in shipping,142.59
1455,1455,12,1,Changed mind,245.2
1456,1456,7,2,Duplicate order,48.51
1457,1457,75,1,Size/fit issue,45.29
1458,1458,14,1,Quality not as expected,88.75
1459,1459,25,2,Changed mind,119.98
1460,1460,56,1,Damaged in shipping,38.27
